,id_mutation,date_mutation,prix,type_local,nb_dépendances,surface_réelle,surface_carrez,nb_pièces_principales,prix_au_m2_carrez,prix_au_m2_réel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
129,2018-743666,2018-07-16,140000.0,Appartement,0.0,17.0,7.1,1.0,19718.0,8235.0,5.0,RUE DES PYRAMIDES,7902,75001.0,75101,Paris 1er Arrondissement,75,75101000AX0012,2.332345,48.864465
131,2018-743667,2018-07-12,492000.0,Appartement,0.0,53.0,50.15,2.0,9811.0,9283.0,3.0,RUE ETIENNE MARCEL,3392,75001.0,75101,Paris 1er Arrondissement,75,75101000AQ0117,2.350362,48.863311
132,2018-743668,2018-07-05,299950.0,Appartement,0.0,28.0,28.52,2.0,10517.0,10712.0,324.0,RUE SAINT MARTIN,8694,75003.0,75103,Paris 3e Arrondissement,75,75103000AB0045,2.355539,48.868228
166,2018-743670,2018-07-13,1960000.0,Appartement,0.0,217.0,216.03,7.0,9073.0,9032.0,74.0,RUE DU ROCHER,8291,75008.0,75108,Paris 8e Arrondissement,75,75108000CF0086,2.318309,48.879758
167,2018-743671,2018-07-11,425000.0,Appartement,0.0,34.0,33.49,1.0,12690.0,12500.0,2.0,RUE SAINT HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,75101000AO0001,2.345729,48.860977
169,2018-743672,2018-07-12,1257282.0,Appartement,0.0,88.0,80.03,3.0,15710.0,14287.0,103.0,RUE DU TEMPLE,9191,75003.0,75103,Paris 3e Arrondissement,75,75103000AS0078,2.357169,48.862347
170,2018-743673,2018-07-13,100000.0,Appartement,0.0,9.0,9.15,1.0,10929.0,11111.0,5.0,RUE JEAN JACQUES ROUSSEAU,4901,75001.0,75101,Paris 1er Arrondissement,75,75101000AS0017,2.339872,48.862374
171,2018-743674,2018-07-06,655000.0,Appartement,0.0,47.0,40.06,3.0,16350.0,13936.0,56.0,RUE NOTRE DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,75103000AB0034,2.357551,48.867876
172,2018-743675,2018-07-03,850000.0,Appartement,0.0,52.0,49.66,2.0,17116.0,16346.0,89.0,BD BEAUMARCHAIS,0783,75003.0,75103,Paris 3e Arrondissement,75,75103000AM0048,2.36731,48.859067
173,2018-743676,2018-07-05,415900.0,Appartement,0.0,40.0,34.62,2.0,12013.0,10398.0,62.0,RUE DE SAINTONGE,8716,75003.0,75103,Paris 3e Arrondissement,75,75103000AJ0015,2.365033,48.863707
174,2018-743677,2018-07-13,137800.0,Appartement,0.0,24.0,,2.0,,5742.0,13.0,RUE DANIELLE CASANOVA,2543,75001.0,75101,Paris 1er Arrondissement,75,75101000AZ0040,2.332481,48.86763
176,2018-743679,2018-07-18,830000.0,Appartement,0.0,90.0,,4.0,,9222.0,26.0,RUE D EDIMBOURG,3118,75008.0,75108,Paris 8e Arrondissement,75,75108000CF0080,2.319285,48.879478
179,2018-743681,2018-07-13,860000.0,Appartement,0.0,71.0,71.81,3.0,11976.0,12113.0,6.0,RUE DES HAUDRIETTES,4483,75003.0,75103,Paris 3e Arrondissement,75,75103000AR0005,2.357892,48.86205
180,2018-743682,2018-07-03,346300.0,Appartement,0.0,29.0,30.06,1.0,11520.0,11941.0,19.0,AV HOCHE,4645,75008.0,75108,Paris 8e Arrondissement,75,75108000BC0004,2.302924,48.876617
181,2018-743683,2018-07-05,448305.0,Appartement,0.0,115.0,112.65,6.0,3980.0,3898.0,5.0,RUE PELOUZE,7231,75008.0,75108,Paris 8e Arrondissement,75,75108000CF0015,2.318528,48.880934
182,2018-743683,2018-07-05,701695.0,Appartement,0.0,180.0,,5.0,,3898.0,5.0,RUE PELOUZE,7231,75008.0,75108,Paris 8e Arrondissement,75,75108000CF0015,2.318528,48.880934
183,2018-743684,2018-07-12,188500.0,Appartement,0.0,25.0,21.74,1.0,8671.0,7540.0,49.0,RUE DE L ARBRE SEC,0407,75001.0,75101,Paris 1er Arrondissement,75,75101000AT0127,2.342239,48.861296
184,2018-743685,2018-07-06,3300000.0,Appartement,0.0,245.0,250.46,7.0,13176.0,13469.0,28.0,AV MARCEAU,5997,75008.0,75108,Paris 8e Arrondissement,75,75108000AO0065,2.300009,48.867132
185,2018-743686,2018-07-05,1206750.0,Appartement,0.0,116.0,116.19,2.0,10386.0,10403.0,44.0,RUE D ARTOIS,0487,75008.0,75108,Paris 8e Arrondissement,75,75108000BD0002,2.305516,48.874514
