,id_mutation,date_mutation,prix,type_local,nb_dépendances,surface_réelle,surface_carrez,nb_pièces_principales,prix_au_m2_carrez,prix_au_m2_réel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
13656,2018-752712,2018-09-28,180000.0,Appartement,0.0,38.0,28.65,2.0,6283.0,4737.0,121.0,BD DE L HOPITAL,4649,75013.0,75113,Paris 13e Arrondissement,75,75113000AQ0030,2.359119,48.835541
13657,2018-752713,2018-10-01,180000.0,Appartement,0.0,19.0,,1.0,,9474.0,97.0,RUE BOBILLOT,1040,75013.0,75113,Paris 13e Arrondissement,75,75113000DN0108,2.349487,48.824163
13658,2018-752714,2018-10-10,275000.0,Appartement,0.0,22.0,,1.0,,12500.0,97.0,RUE BOBILLOT,1040,75013.0,75113,Paris 13e Arrondissement,75,75113000DN0108,2.349487,48.824163
13660,2018-752715,2018-10-19,820000.0,Appartement,0.0,100.0,,4.0,,8200.0,17.0,AV D ITALIE,4754,75013.0,75113,Paris 13e Arrondissement,75,75113000EA0039,2.357079,48.82912
13661,2018-752716,2018-10-10,650000.0,Appartement,0.0,79.0,79.65,4.0,8161.0,8228.0,11.0,RUE NICOLAS FORTIN,6759,75013.0,75113,Paris 13e Arrondissement,75,75113000AY0015,2.35867,48.829266
13664,2018-752717,2018-10-18,421500.0,Appartement,0.0,47.0,,2.0,,8968.0,54.0,RUE DUNOIS,2992,75013.0,75113,Paris 13e Arrondissement,75,75113000BN0006,2.367793,48.832562
13665,2018-752718,2018-10-18,145000.0,Appartement,0.0,35.0,,1.0,,4143.0,69.0,RUE BARRAULT,0679,75013.0,75113,Paris 13e Arrondissement,75,75113000DM0028,2.347407,48.82429
13666,2018-752719,2018-09-27,200000.0,Appartement,0.0,21.0,,1.0,,9524.0,13.0,RUE VERGNIAUD,9679,75013.0,75113,Paris 13e Arrondissement,75,75113000EF0005,2.346123,48.828723
13667,2018-752720,2018-10-19,360000.0,Appartement,0.0,42.0,,2.0,,8571.0,7.0,BD DE PORT ROYAL,7740,75013.0,75113,Paris 13e Arrondissement,75,75113000EN0041,2.349955,48.83664
13668,2018-752721,2018-10-10,639000.0,Appartement,0.0,79.0,79.9,3.0,7997.0,8089.0,24.0,RUE WURTZ,9968,75013.0,75113,Paris 13e Arrondissement,75,75113000DL0069,2.343448,48.825869
13670,2018-752722,2018-10-22,630000.0,Appartement,0.0,61.0,58.7,3.0,10733.0,10328.0,49.0,BD DE PORT ROYAL,7740,75013.0,75113,Paris 13e Arrondissement,75,75113000EM0015,2.34449,48.837209
13671,2018-752723,2018-10-19,366000.0,Appartement,0.0,35.0,37.05,2.0,9879.0,10457.0,7.0,SQ ALBIN CACHOT,0132,75013.0,75113,Paris 13e Arrondissement,75,75113000EJ0004,2.343348,48.833019
13672,2018-752724,2018-10-01,220000.0,Appartement,0.0,19.0,19.3,1.0,11399.0,11579.0,97.0,RUE BOBILLOT,1040,75013.0,75113,Paris 13e Arrondissement,75,75113000DN0108,2.349487,48.824163
13673,2018-752725,2018-10-17,205000.0,Appartement,0.0,24.0,24.25,1.0,8454.0,8542.0,17.0,RUE DUMERIL,2984,75013.0,75113,Paris 13e Arrondissement,75,75113000AR0044,2.358161,48.837142
13674,2018-752726,2018-10-12,403750.0,Appartement,0.0,52.0,,3.0,,7764.0,4.0,RUE DUMERIL,2984,75013.0,75113,Paris 13e Arrondissement,75,75113000AR0027,2.357027,48.83789
13675,2018-752727,2018-10-15,585000.0,Appartement,0.0,61.0,,4.0,,9590.0,9.0,RUE VERONESE,9702,75013.0,75113,Paris 13e Arrondissement,75,75113000AV0022,2.354714,48.833545
13676,2018-752728,2018-10-15,355000.0,Appartement,0.0,45.0,,3.0,,7889.0,12.0,RUE BOBILLOT,1040,75013.0,75113,Paris 13e Arrondissement,75,75113000EB0018,2.353872,48.829865
13677,2018-752729,2018-10-10,1375000.0,Appartement,0.0,134.0,,5.0,,10261.0,129.0,AV DE CHOISY,2015,75013.0,75113,Paris 13e Arrondissement,75,75113000DY0027,2.358904,48.826579
13679,2018-752730,2018-10-09,168675.0,Appartement,0.0,42.0,117.9,2.0,1431.0,4016.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
13680,2018-752730,2018-10-09,168675.0,Appartement,0.0,42.0,117.9,2.0,1431.0,4016.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
13681,2018-752730,2018-10-09,168675.0,Appartement,0.0,42.0,117.9,2.0,1431.0,4016.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
13682,2018-752730,2018-10-09,168675.0,Appartement,0.0,42.0,117.9,2.0,1431.0,4016.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
13683,2018-752730,2018-10-09,168675.0,Appartement,0.0,42.0,117.9,2.0,1431.0,4016.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
13684,2018-752730,2018-10-09,168675.0,Appartement,0.0,42.0,117.9,2.0,1431.0,4016.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
13685,2018-752730,2018-10-09,168675.0,Appartement,0.0,42.0,117.9,2.0,1431.0,4016.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
13686,2018-752730,2018-10-09,168675.0,Appartement,0.0,42.0,117.9,2.0,1431.0,4016.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
13687,2018-752730,2018-10-09,168675.0,Appartement,0.0,42.0,117.9,2.0,1431.0,4016.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
13688,2018-752730,2018-10-09,481928.0,Appartement,0.0,120.0,117.9,5.0,4088.0,4016.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
13698,2018-752731,2018-10-12,522100.0,Appartement,0.0,54.0,,3.0,,9669.0,38.0,RUE DE CAMPO FORMIO,1473,75013.0,75113,Paris 13e Arrondissement,75,75113000AQ0025,2.359568,48.835168
13700,2018-752733,2018-09-28,362000.0,Appartement,0.0,89.0,,4.0,,4067.0,9.0,RUE DE REIMS,8109,75013.0,75113,Paris 13e Arrondissement,75,75113000BH0074,2.371765,48.828318
13701,2018-752734,2018-10-12,100225.0,Appartement,0.0,22.0,,1.0,,4556.0,43.0,AV D ITALIE,4754,75013.0,75113,Paris 13e Arrondissement,75,75113000DY0058,2.357567,48.827401
13702,2018-752735,2018-10-24,1100000.0,Appartement,0.0,103.0,,5.0,,10680.0,11.0,RUE DE LA REINE BLANCHE,8115,75013.0,75113,Paris 13e Arrondissement,75,75113000AS0068,2.354457,48.83668
13704,2018-752736,2018-10-10,258462.0,Appartement,0.0,16.0,,1.0,,16154.0,153.0,RUE DU CHEVALERET,1990,75013.0,75113,Paris 13e Arrondissement,75,75113000BK0047,2.371009,48.832439
13705,2018-752736,2018-10-10,371538.0,Appartement,0.0,23.0,,1.0,,16154.0,153.0,RUE DU CHEVALERET,1990,75013.0,75113,Paris 13e Arrondissement,75,75113000BK0047,2.371009,48.832439
13707,2018-752738,2018-09-27,395000.0,Appartement,0.0,51.0,51.13,2.0,7725.0,7745.0,7.0,SQ DUNOIS,2993,75013.0,75113,Paris 13e Arrondissement,75,75113000BN0002,2.36727,48.83372
13709,2018-752740,2018-10-08,200000.0,Appartement,0.0,23.0,20.32,2.0,9843.0,8696.0,56.0,RUE JEANNE D ARC,4930,75013.0,75113,Paris 13e Arrondissement,75,75113000BL0001,2.366705,48.831283
13710,2018-752741,2018-10-04,637500.0,Appartement,0.0,69.0,66.56,3.0,9578.0,9239.0,4.0,RUE CHEREAU,1980,75013.0,75113,Paris 13e Arrondissement,75,75113000ED0102,2.351234,48.827585
13713,2018-752743,2018-10-10,369000.0,Appartement,0.0,69.0,,3.0,,5348.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
13715,2018-752744,2018-10-09,450000.0,Appartement,0.0,53.0,,2.0,,8491.0,3.0,PAS VALLET,9564,75013.0,75113,Paris 13e Arrondissement,75,75113000AP0027,2.360197,48.833364
13716,2018-752745,2018-10-09,232238.0,Appartement,0.0,29.0,,1.0,,8008.0,45.0,BD VINCENT AURIOL,9853,75013.0,75113,Paris 13e Arrondissement,75,75113000BO0062,2.370313,48.835094
13720,2018-752747,2018-10-09,268000.0,Appartement,0.0,32.0,,1.0,,8375.0,146.0,RUE DU CHEVALERET,1990,75013.0,75113,Paris 13e Arrondissement,75,75113000BO0001,2.367846,48.834472
13721,2018-752748,2018-09-27,57630.0,Appartement,0.0,47.0,,2.0,,1226.0,7.0,BD DE PORT ROYAL,7740,75013.0,75113,Paris 13e Arrondissement,75,75113000EN0041,2.349955,48.83664
13722,2018-752749,2018-10-19,665000.0,Appartement,0.0,82.0,,4.0,,8110.0,14.0,RUE VULPIAN,9928,75013.0,75113,Paris 13e Arrondissement,75,75113000EQ0011,2.346293,48.831884
13723,2018-752749,2018-10-19,665000.0,Appartement,0.0,82.0,,4.0,,8110.0,14.0,RUE VULPIAN,9928,75013.0,75113,Paris 13e Arrondissement,75,75113000EQ0011,2.346293,48.831884
13725,2018-752750,2018-10-17,278000.0,Appartement,0.0,30.0,32.84,1.0,8465.0,9267.0,121.0,AV D ITALIE,4754,75013.0,75113,Paris 13e Arrondissement,75,75113000DT0011,2.359413,48.821917
13726,2018-752751,2018-10-03,1265000.0,Appartement,0.0,125.0,120.06,5.0,10536.0,10120.0,16.0,RUE DE LA GLACIERE,4201,75013.0,75113,Paris 13e Arrondissement,75,75113000EM0021,2.344394,48.836582
13728,2018-752752,2018-10-18,380000.0,Appartement,0.0,48.0,46.79,2.0,8121.0,7917.0,4.0,RUE VERONESE,9702,75013.0,75113,Paris 13e Arrondissement,75,75113000AV0013,2.354908,48.834185
13729,2018-752753,2018-10-15,250000.0,Appartement,0.0,27.0,25.0,2.0,10000.0,9259.0,99.0,BD DE L HOPITAL,4649,75013.0,75113,Paris 13e Arrondissement,75,75113000AN0001,2.360397,48.837243
13731,2018-752754,2018-10-18,490000.0,Appartement,0.0,99.0,99.79,5.0,4910.0,4949.0,20.0,AV D IVRY,4763,75013.0,75113,Paris 13e Arrondissement,75,75113000CR0030,2.367141,48.823249
13733,2018-752756,2018-10-12,305000.0,Appartement,0.0,27.0,27.25,1.0,11193.0,11296.0,97.0,RUE BOBILLOT,1040,75013.0,75113,Paris 13e Arrondissement,75,75113000DN0108,2.349487,48.824163
13734,2018-752757,2018-10-15,207000.0,Appartement,0.0,24.0,18.34,1.0,11287.0,8625.0,36.0,RUE LE BRUN,5433,75013.0,75113,Paris 13e Arrondissement,75,75113000AS0048,2.353773,48.835515
13735,2018-752758,2018-10-09,180000.0,Appartement,0.0,50.0,51.62,3.0,3487.0,3600.0,142.0,RUE DE TOLBIAC,9337,75013.0,75113,Paris 13e Arrondissement,75,75113000DZ0057,2.356502,48.826323
13736,2018-752758,2018-10-09,180000.0,Appartement,0.0,50.0,,3.0,,3600.0,142.0,RUE DE TOLBIAC,9337,75013.0,75113,Paris 13e Arrondissement,75,75113000DZ0057,2.356502,48.826323
13740,2018-752761,2018-10-19,300000.0,Appartement,0.0,45.0,36.29,2.0,8267.0,6667.0,48.0,RUE BOBILLOT,1040,75013.0,75113,Paris 13e Arrondissement,75,75113000ED0126,2.350986,48.826702
13741,2018-752762,2018-10-09,432000.0,Appartement,0.0,43.0,,2.0,,10047.0,17.0,RUE DES CORDELIERES,2328,75013.0,75113,Paris 13e Arrondissement,75,75113000EO0047,2.349471,48.834092
13746,2018-752766,2018-10-24,21500.0,Appartement,0.0,49.0,,3.0,,439.0,4.0,RUE DUMERIL,2984,75013.0,75113,Paris 13e Arrondissement,75,75113000AR0027,2.357027,48.83789
13750,2018-752769,2018-10-03,435000.0,Appartement,0.0,70.0,53.43,2.0,8141.0,6214.0,97.0,RUE DE LA SANTE,8809,75013.0,75113,Paris 13e Arrondissement,75,75113000EI0011,2.341842,48.829338
13752,2018-752771,2018-10-09,440000.0,Appartement,0.0,35.0,,2.0,,12571.0,23.0,BD ARAGO,0402,75013.0,75113,Paris 13e Arrondissement,75,75113000EV0035,2.349331,48.835632
13753,2018-752772,2018-10-11,170000.0,Appartement,0.0,22.0,21.48,1.0,7914.0,7727.0,23.0,RUE DE L INTERNE LOEB,4724,75013.0,75113,Paris 13e Arrondissement,75,75113000DQ0008,2.354438,48.821932
13754,2018-752773,2018-10-16,187000.0,Appartement,0.0,31.0,30.71,1.0,6089.0,6032.0,41.0,RUE DU DISQUE,2804,75013.0,75113,Paris 13e Arrondissement,75,75113000CR0024,2.366345,48.823562
13758,2018-752775,2018-10-25,330728.0,Appartement,0.0,43.0,,3.0,,7691.0,84.0,RUE DE LA COLONIE,2217,75013.0,75113,Paris 13e Arrondissement,75,75113000DO0004,2.351234,48.823119
13759,2018-752775,2018-10-25,738370.0,Appartement,0.0,96.0,,5.0,,7691.0,84.0,RUE DE LA COLONIE,2217,75013.0,75113,Paris 13e Arrondissement,75,75113000DO0004,2.351234,48.823119
13760,2018-752776,2018-10-05,505820.0,Appartement,0.0,51.0,,3.0,,9918.0,47.0,RUE PASCAL,7076,75013.0,75113,Paris 13e Arrondissement,75,75113000EO0016,2.348363,48.835271
13761,2018-752777,2018-10-19,1110000.0,Appartement,0.0,130.0,130.0,5.0,8538.0,8538.0,97.0,RUE BOBILLOT,1040,75013.0,75113,Paris 13e Arrondissement,75,75113000DN0108,2.349487,48.824163
13762,2018-752778,2018-10-11,296800.0,Appartement,0.0,33.0,33.56,2.0,8844.0,8994.0,17.0,RUE DUMERIL,2984,75013.0,75113,Paris 13e Arrondissement,75,75113000AR0044,2.358161,48.837142
13763,2018-752779,2018-10-17,135000.0,Appartement,0.0,14.0,14.48,1.0,9323.0,9643.0,5.0,SQ ALBIN CACHOT,0132,75013.0,75113,Paris 13e Arrondissement,75,75113000EJ0004,2.343348,48.833019
13764,2018-752780,2018-10-17,450000.0,Appartement,0.0,38.0,44.43,2.0,10128.0,11842.0,5.0,RUE BARRAULT,0679,75013.0,75113,Paris 13e Arrondissement,75,75113000EC0042,2.348188,48.829103
13766,2018-752782,2018-10-03,210000.0,Appartement,0.0,22.0,,1.0,,9545.0,51.0,RUE DE LA GLACIERE,4201,75013.0,75113,Paris 13e Arrondissement,75,75113000EP0007,2.344941,48.83239
13767,2018-752783,2018-10-23,120000.0,Appartement,0.0,29.0,,2.0,,4138.0,58.0,AV DE CHOISY,2015,75013.0,75113,Paris 13e Arrondissement,75,75113000CU0013,2.362836,48.823395
13768,2018-752784,2018-10-11,215000.0,Appartement,0.0,25.0,23.59,1.0,9114.0,8600.0,23.0,RUE CAILLAUX,1423,75013.0,75113,Paris 13e Arrondissement,75,75113000DT0022,2.360054,48.822254
13771,2018-752787,2018-10-30,258750.0,Appartement,0.0,58.0,58.5,3.0,4423.0,4461.0,15.0,RUE DES CINQ DIAMANTS,2047,75013.0,75113,Paris 13e Arrondissement,75,75113000EC0195,2.351652,48.829239
13772,2018-752787,2018-10-30,258750.0,Appartement,0.0,58.0,,3.0,,4461.0,15.0,RUE DES CINQ DIAMANTS,2047,75013.0,75113,Paris 13e Arrondissement,75,75113000EC0195,2.351652,48.829239
13773,2018-752788,2018-10-05,424100.0,Appartement,0.0,43.0,44.0,2.0,9639.0,9863.0,19.0,RUE LAHIRE,5270,75013.0,75113,Paris 13e Arrondissement,75,75113000BG0049,2.366258,48.829315
13775,2018-752789,2018-10-08,413000.0,Appartement,0.0,47.0,48.03,3.0,8599.0,8787.0,118.0,RUE DU MOULIN DES PRES,6594,75013.0,75113,Paris 13e Arrondissement,75,75113000DV0050,2.355042,48.823522
13777,2018-752790,2018-10-15,652500.0,Appartement,0.0,69.0,68.89,3.0,9472.0,9457.0,24.0,RUE DES TERRES AU CURE,9214,75013.0,75113,Paris 13e Arrondissement,75,75113000CO0023,2.372399,48.824545
13778,2018-752791,2018-10-18,133333.0,Appartement,0.0,27.0,15.7,2.0,8493.0,4938.0,144.0,RUE DE TOLBIAC,9337,75013.0,75113,Paris 13e Arrondissement,75,75113000DZ0058,2.356241,48.826272
13779,2018-752791,2018-10-18,266667.0,Appartement,0.0,54.0,31.9,3.0,8359.0,4938.0,144.0,RUE DE TOLBIAC,9337,75013.0,75113,Paris 13e Arrondissement,75,75113000DZ0058,2.356241,48.826272
13780,2018-752792,2018-10-11,225000.0,Appartement,0.0,41.0,,2.0,,5488.0,11.0,RUE BARRAULT,0679,75013.0,75113,Paris 13e Arrondissement,75,75113000EC0002,2.347887,48.828758
13781,2018-752793,2018-10-16,547500.0,Appartement,0.0,74.0,69.81,3.0,7843.0,7399.0,10.0,RUE DE REIMS,8109,75013.0,75113,Paris 13e Arrondissement,75,75113000BH0036,2.37108,48.828875
13782,2018-752794,2018-10-29,522400.0,Appartement,0.0,67.0,67.38,3.0,7753.0,7797.0,10.0,RUE PHILIBERT LUCOT,7375,75013.0,75113,Paris 13e Arrondissement,75,75113000DT0027,2.361692,48.822491
13783,2018-752795,2018-10-12,275000.0,Appartement,0.0,29.0,29.48,2.0,9328.0,9483.0,70.0,RUE DU CHATEAU DES RENTIERS,1918,75013.0,75113,Paris 13e Arrondissement,75,75113000CP0007,2.369389,48.82652
13784,2018-752796,2018-10-18,208000.0,Appartement,0.0,28.0,28.65,1.0,7260.0,7429.0,9.0,VLA D ESTE,3371,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0011,2.364576,48.821369
13785,2018-752797,2018-10-29,48627.0,Appartement,0.0,10.0,8.5,1.0,5721.0,4863.0,2.0,RUE RENE PANHARD,8147,75013.0,75113,Paris 13e Arrondissement,75,75113000AL0003,2.359643,48.838795
13786,2018-752797,2018-10-29,354973.0,Appartement,0.0,73.0,73.04,4.0,4860.0,4863.0,2.0,RUE RENE PANHARD,8147,75013.0,75113,Paris 13e Arrondissement,75,75113000AL0003,2.359643,48.838795
13788,2018-752798,2018-10-25,455000.0,Appartement,0.0,53.0,,3.0,,8585.0,91.0,RUE DE LA SANTE,8809,75013.0,75113,Paris 13e Arrondissement,75,75113000EI0010,2.342074,48.830272
13789,2018-752799,2018-10-22,220000.0,Appartement,0.0,34.0,34.19,1.0,6435.0,6471.0,25.0,BD ARAGO,0402,75013.0,75113,Paris 13e Arrondissement,75,75113000EV0001,2.349229,48.835282
13790,2018-752800,2018-10-12,535000.0,Appartement,0.0,60.0,59.68,3.0,8964.0,8917.0,17.0,RUE DU MOULIN DES PRES,6594,75013.0,75113,Paris 13e Arrondissement,75,75113000EB0007,2.353028,48.829183
13791,2018-752801,2018-10-05,450000.0,Appartement,0.0,46.0,44.03,3.0,10220.0,9783.0,5.0,RUE NICOLAS RORET,6763,75013.0,75113,Paris 13e Arrondissement,75,75113000AS0044,2.353754,48.83603
13792,2018-752802,2018-10-22,266865.0,Appartement,0.0,35.0,32.87,1.0,8119.0,7625.0,121.0,AV D ITALIE,4754,75013.0,75113,Paris 13e Arrondissement,75,75113000DT0011,2.359413,48.821917
13793,2018-752803,2018-10-19,365000.0,Appartement,0.0,42.0,36.96,2.0,9876.0,8690.0,5.0,SQ GRANGE,4291,75013.0,75113,Paris 13e Arrondissement,75,75113000EL0019,2.344461,48.83577
13794,2018-752804,2018-10-26,36000.0,Appartement,0.0,12.0,11.0,1.0,3273.0,3000.0,6.0,RUE CAILLAUX,1423,75013.0,75113,Paris 13e Arrondissement,75,75113000DU0064,2.361532,48.822905
13795,2018-752805,2018-10-19,52000.0,Appartement,0.0,12.0,12.77,1.0,4072.0,4333.0,6.0,RUE CAILLAUX,1423,75013.0,75113,Paris 13e Arrondissement,75,75113000DU0064,2.361532,48.822905
13796,2018-752806,2018-10-19,89200.0,Appartement,0.0,28.0,28.8,2.0,3097.0,3186.0,6.0,RUE CAILLAUX,1423,75013.0,75113,Paris 13e Arrondissement,75,75113000DU0064,2.361532,48.822905
13797,2018-752807,2018-10-31,498010.0,Appartement,0.0,84.0,83.0,4.0,6000.0,5929.0,70.0,RUE DU JAVELOT,4844,75013.0,75113,Paris 13e Arrondissement,75,75113000CR0024,2.366345,48.823562
13799,2018-752808,2018-10-19,945000.0,Appartement,0.0,86.0,,3.0,,10988.0,33.0,AV DES GOBELINS,4209,75013.0,75113,Paris 13e Arrondissement,75,75113000AS0006,2.352774,48.836155
13800,2018-752809,2018-10-08,226000.0,Appartement,0.0,21.0,21.36,1.0,10581.0,10762.0,8.0,SQ DE PORT ROYAL,7742,75013.0,75113,Paris 13e Arrondissement,75,75113000EM0013,2.342937,48.836906
13807,2018-752811,2018-10-30,275000.0,Appartement,0.0,28.0,,2.0,,9821.0,33.0,RUE PASCAL,7076,75013.0,75113,Paris 13e Arrondissement,75,75113000EN0026,2.34932,48.836728
13808,2018-752812,2018-10-18,445000.0,Appartement,0.0,49.0,49.02,2.0,9078.0,9082.0,19.0,RUE CHARLES FOURIER,1834,75013.0,75113,Paris 13e Arrondissement,75,75113000DW0145,2.351359,48.824844
13809,2018-752813,2018-10-23,540000.0,Appartement,0.0,70.0,69.72,3.0,7745.0,7714.0,2.0,RUE BRILLAT SAVARIN,1300,75013.0,75113,Paris 13e Arrondissement,75,75113000DP0005,2.352361,48.821819
13810,2018-752814,2018-10-19,721350.0,Appartement,0.0,79.0,77.01,4.0,9367.0,9131.0,41.0,AV DES GOBELINS,4209,75013.0,75113,Paris 13e Arrondissement,75,75113000AS0055,2.35328,48.835619
13812,2018-752816,2018-10-31,685000.0,Appartement,0.0,85.0,87.08,4.0,7866.0,8059.0,16.0,RUE VANDREZANNE,9583,75013.0,75113,Paris 13e Arrondissement,75,75113000EA0082,2.354633,48.829151
13814,2018-752817,2018-10-19,170000.0,Appartement,0.0,20.0,16.53,1.0,10284.0,8500.0,54.0,AV D ITALIE,4754,75013.0,75113,Paris 13e Arrondissement,75,75113000DZ0040,2.356406,48.82751
13815,2018-752818,2018-10-25,432000.0,Appartement,0.0,54.0,54.6,3.0,7912.0,8000.0,49.0,BD VINCENT AURIOL,9853,75013.0,75113,Paris 13e Arrondissement,75,75113000BO0011,2.369936,48.835109
13816,2018-752819,2018-10-25,162600.0,Appartement,0.0,29.0,23.33,2.0,6970.0,5607.0,70.0,RUE ALBERT,0114,75013.0,75113,Paris 13e Arrondissement,75,75113000CP0070,2.371419,48.826792
13817,2018-752820,2018-10-26,810000.0,Appartement,0.0,71.0,69.84,3.0,11598.0,11408.0,42.0,RUE PASCAL,7076,75013.0,75113,Paris 13e Arrondissement,75,75113000EN0011,2.347954,48.836268
13819,2018-752821,2018-10-19,230000.0,Appartement,0.0,30.0,31.16,2.0,7381.0,7667.0,36.0,AV DE CHOISY,2015,75013.0,75113,Paris 13e Arrondissement,75,75113000CU0062,2.363168,48.822395
13820,2018-752822,2018-11-05,146578.0,Appartement,0.0,17.0,,1.0,,8622.0,37.0,AV DE CHOISY,2015,75013.0,75113,Paris 13e Arrondissement,75,75113000DT0048,2.36276,48.822095
13821,2018-752822,2018-11-05,241422.0,Appartement,0.0,28.0,,1.0,,8622.0,37.0,AV DE CHOISY,2015,75013.0,75113,Paris 13e Arrondissement,75,75113000DT0048,2.36276,48.822095
13822,2018-752823,2018-10-26,465000.0,Appartement,0.0,53.0,,3.0,,8774.0,89.0,RUE DE LA SANTE,8809,75013.0,75113,Paris 13e Arrondissement,75,75113000EI0010,2.342074,48.830272
13823,2018-752824,2018-10-23,385000.0,Appartement,0.0,47.0,,2.0,,8191.0,45.0,RUE CLISSON,2122,75013.0,75113,Paris 13e Arrondissement,75,75113000BL0025,2.367034,48.831509
13824,2018-752825,2018-11-02,200000.0,Appartement,0.0,20.0,,2.0,,10000.0,34.0,RUE GERARD,4162,75013.0,75113,Paris 13e Arrondissement,75,75113000EC0077,2.352609,48.829836
13825,2018-752826,2018-10-18,230180.0,Appartement,0.0,73.0,29.7,2.0,7750.0,3153.0,28.0,RUE DES TANNERIES,9173,75013.0,75113,Paris 13e Arrondissement,75,75113000EP0011,2.346053,48.832762
13826,2018-752826,2018-10-18,119820.0,Appartement,0.0,38.0,29.7,2.0,4034.0,3153.0,28.0,RUE DES TANNERIES,9173,75013.0,75113,Paris 13e Arrondissement,75,75113000EP0011,2.346053,48.832762
13827,2018-752827,2018-10-16,635000.0,Appartement,0.0,90.0,78.1,4.0,8131.0,7056.0,99.0,RUE BOBILLOT,1040,75013.0,75113,Paris 13e Arrondissement,75,75113000DN0078,2.349205,48.824198
13828,2018-752828,2018-10-19,1650000.0,Appartement,0.0,115.0,115.2,4.0,14323.0,14348.0,97.0,RUE BOBILLOT,1040,75013.0,75113,Paris 13e Arrondissement,75,75113000DN0108,2.349487,48.824163
13829,2018-752829,2018-10-19,454000.0,Appartement,0.0,50.0,51.76,3.0,8771.0,9080.0,34.0,RUE DE TOLBIAC,9337,75013.0,75113,Paris 13e Arrondissement,75,75113000BH0046,2.372591,48.828536
13831,2018-752831,2018-10-18,475000.0,Appartement,0.0,55.0,54.94,3.0,8646.0,8636.0,29.0,RUE BOUSSINGAULT,1221,75013.0,75113,Paris 13e Arrondissement,75,75113000DK0011,2.343657,48.823909
13833,2018-752832,2018-10-25,414850.0,Appartement,0.0,56.0,55.6,2.0,7461.0,7408.0,65.0,RUE DU JAVELOT,4844,75013.0,75113,Paris 13e Arrondissement,75,75113000CR0024,2.366345,48.823562
13834,2018-752833,2018-10-15,860577.0,Appartement,0.0,80.0,80.72,3.0,10661.0,10757.0,17.0,BD ARAGO,0402,75013.0,75113,Paris 13e Arrondissement,75,75113000EN0069,2.350025,48.835956
13835,2018-752834,2018-10-15,635000.0,Appartement,0.0,73.0,70.29,3.0,9034.0,8699.0,6.0,RUE DES TANNERIES,9173,75013.0,75113,Paris 13e Arrondissement,75,75113000EP0015,2.345466,48.833926
13837,2018-752835,2018-10-25,840000.0,Appartement,0.0,75.0,75.89,3.0,11069.0,11200.0,5.0,RUE PONSCARME,7599,75013.0,75113,Paris 13e Arrondissement,75,75113000CQ0028,2.368229,48.826572
13838,2018-752836,2018-10-11,485000.0,Appartement,0.0,58.0,,3.0,,8362.0,23.0,RUE DAMESME,2526,75013.0,75113,Paris 13e Arrondissement,75,75113000DV0103,2.35589,48.823703
13840,2018-752838,2018-10-24,269100.0,Appartement,0.0,30.0,30.21,1.0,8908.0,8970.0,3.0,RUE XAINTRAILLES,9973,75013.0,75113,Paris 13e Arrondissement,75,75113000BH0014,2.370599,48.829352
13842,2018-752839,2018-10-24,275000.0,Appartement,0.0,29.0,29.03,1.0,9473.0,9483.0,45.0,BD VINCENT AURIOL,9853,75013.0,75113,Paris 13e Arrondissement,75,75113000BO0062,2.370313,48.835094
13843,2018-752840,2018-10-16,270000.0,Appartement,0.0,24.0,22.03,1.0,12256.0,11250.0,17.0,RUE DUMERIL,2984,75013.0,75113,Paris 13e Arrondissement,75,75113000AR0044,2.358161,48.837142
13844,2018-752841,2018-10-15,436740.0,Appartement,0.0,50.0,48.81,2.0,8948.0,8735.0,38.0,RUE BOBILLOT,1040,75013.0,75113,Paris 13e Arrondissement,75,75113000ED0105,2.351439,48.8272
13845,2018-752842,2018-10-31,350000.0,Appartement,0.0,64.0,63.89,3.0,5478.0,5469.0,100.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0011,2.364576,48.821369
