,id_mutation,date_mutation,prix,type_local,nb_dépendances,surface_reelle_bati,surface_carrez,nombre_pieces_principales,prix_au_m2_carrez,prix_au_m2_réel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
21364,2023-554906,2023-01-25,1691000.0,Appartement,1.0,96.0,94.2,5.0,17951.0,17615.0,171.0,BD SAINT GERMAIN,8619,75006.0,75106,Paris 6e Arrondissement,75,75106000BI0039,2.330866,48.854053
21369,2023-554908,2023-01-30,2762500.0,Appartement,1.0,155.0,159.79,6.0,17288.0,17823.0,59.0,AV KLEBER,5159,75016.0,75116,Paris 16e Arrondissement,75,75116000FL0058,2.290254,48.866497
21371,2023-554909,2023-01-20,106512.0,Appartement,1.0,19.0,,1.0,,5606.0,78.0,RUE D ALLERAY,0212,75015.0,75115,Paris 15e Arrondissement,75,75115000AG0003,2.307266,48.836231
21375,2023-554909,2023-01-20,117723.0,Appartement,1.0,21.0,20.12,1.0,5851.0,5606.0,78.0,RUE D ALLERAY,0212,75015.0,75115,Paris 15e Arrondissement,75,75115000AG0003,2.307266,48.836231
21378,2023-554911,2023-01-24,1143000.0,Appartement,1.0,73.0,,3.0,,15658.0,28.0,AV CHARLES FLOQUET,1832,75007.0,75107,Paris 7e Arrondissement,75,75107000CF0007,2.296999,48.854156
21380,2023-554913,2023-02-03,97000.0,Appartement,0.0,13.0,9.56,1.0,10146.0,7462.0,44.0,RUE LEON FROT,5554,75011.0,75111,Paris 11e Arrondissement,75,75111000BS0149,2.386744,48.855739
21383,2023-554915,2023-01-27,257000.0,Appartement,1.0,27.0,27.06,1.0,9497.0,9519.0,22.0,RUE MOUSSET ROBERT,6616,75012.0,75112,Paris 12e Arrondissement,75,75112000AC0073,2.403229,48.843503
21385,2023-554916,2023-02-03,346000.0,Appartement,1.0,28.0,28.8,2.0,12014.0,12357.0,12.0,RUE BOULLE,1174,75011.0,75111,Paris 11e Arrondissement,75,75111000BH0059,2.372446,48.856623
21386,2023-554917,2023-01-30,690000.0,Appartement,0.0,62.0,68.9,2.0,10015.0,11129.0,27.0,RUE MARSOULAN,6126,75012.0,75112,Paris 12e Arrondissement,75,75112000AA0040,2.402989,48.846957
21388,2023-554919,2023-01-12,540000.0,Appartement,1.0,57.0,,3.0,,9474.0,55.0,RUE LACORDAIRE,5230,75015.0,75115,Paris 15e Arrondissement,75,75115000ES0011,2.281865,48.84076
21392,2023-554921,2023-02-06,860000.0,Appartement,2.0,81.0,80.79,3.0,10645.0,10617.0,60.0,RUE DE GERGOVIE,4171,75014.0,75114,Paris 14e Arrondissement,75,75114000CQ0060,2.316495,48.832453
21395,2023-554922,2023-02-03,110000.0,Appartement,0.0,10.0,10.21,1.0,10774.0,11000.0,22.0,RUE DES ECOLES,3098,75005.0,75105,Paris 5e Arrondissement,75,75105000BO0039,2.348319,48.848809
21398,2023-554923,2023-01-30,710000.0,Appartement,1.0,76.0,76.81,4.0,9244.0,9342.0,17.0,RUE DES MARGUETTES,6061,75012.0,75112,Paris 12e Arrondissement,75,75112000AH0016,2.407413,48.843746
21402,2023-554925,2023-02-08,472000.0,Appartement,0.0,43.0,49.05,2.0,9623.0,10977.0,22.0,RUE EMERIAU,3201,75015.0,75115,Paris 15e Arrondissement,75,75115000DR0011,2.287266,48.851027
21403,2023-554926,2023-01-23,765400.0,Appartement,1.0,71.0,69.74,3.0,10975.0,10780.0,35.0,RUE DE LYON,5866,75012.0,75112,Paris 12e Arrondissement,75,75112000EO0028,2.370909,48.848269
21405,2023-554927,2023-01-20,255000.0,Appartement,1.0,21.0,28.49,2.0,8951.0,12143.0,231.0,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,75112000CB0076,2.390832,48.837868
21407,2023-554928,2023-01-11,194000.0,Appartement,1.0,24.0,22.7,1.0,8546.0,8083.0,22.0,RUE TITON,9326,75011.0,75111,Paris 11e Arrondissement,75,75111000CT0074,2.3866,48.852114
21409,2023-554929,2023-01-16,640000.0,Appartement,1.0,65.0,64.8,4.0,9877.0,9846.0,27.0,AV FELIX FAURE,3553,75015.0,75115,Paris 15e Arrondissement,75,75115000EO0015,2.289875,48.841619
21411,2023-554930,2023-01-13,152000.0,Appartement,1.0,20.0,18.39,1.0,8265.0,7600.0,4.0,RUE MAURICE LOEWY,6202,75014.0,75114,Paris 14e Arrondissement,75,75114000BM0031,2.333373,48.826952
21414,2023-554932,2023-01-23,398600.0,Appartement,0.0,30.0,30.3,2.0,13155.0,13287.0,95.0,RUE DE LONGCHAMP,5744,75016.0,75116,Paris 16e Arrondissement,75,75116000DV0026,2.282295,48.865533
21415,2023-554933,2023-01-10,239000.0,Appartement,1.0,22.0,21.64,1.0,11044.0,10864.0,3.0,VLA GAUDELET,3985,75011.0,75111,Paris 11e Arrondissement,75,75111000AT0039,2.379777,48.865757
21417,2023-554934,2023-02-03,192550.0,Appartement,0.0,13.0,12.71,1.0,15149.0,14812.0,16.0,RUE MOREAU,6549,75012.0,75112,Paris 12e Arrondissement,75,75112000EV0008,2.372943,48.849669
21418,2023-554935,2023-01-27,339000.0,Appartement,1.0,30.0,32.62,2.0,10392.0,11300.0,8.0,AV PHILIPPE AUGUSTE,7380,75011.0,75111,Paris 11e Arrondissement,75,75111000CN0063,2.395315,48.849904
21422,2023-554937,2023-01-11,790000.0,Appartement,1.0,93.0,92.51,4.0,8540.0,8495.0,36.0,RUE DES PLANTES,7518,75014.0,75114,Paris 14e Arrondissement,75,75114000CR0126,2.322585,48.829663
21426,2023-554938,2023-02-07,1346550.0,Appartement,2.0,87.0,91.21,5.0,14763.0,15478.0,12.0,RUE TOURNEFORT,9376,75005.0,75105,Paris 5e Arrondissement,75,75105000AZ0083,2.347882,48.843749
21432,2023-554941,2023-01-16,752380.0,Appartement,2.0,60.0,,2.0,,12540.0,11.0,PL CHARLES MICHELS,1860,75015.0,75115,Paris 15e Arrondissement,75,75115000DV0058,2.286318,48.846727
21435,2023-554942,2023-01-31,477000.0,Appartement,1.0,52.0,53.11,2.0,8981.0,9173.0,115.0,RUE DE REUILLY,8175,75012.0,75112,Paris 12e Arrondissement,75,75112000CI0013,2.393854,48.841991
21436,2023-554943,2023-01-23,1222000.0,Appartement,0.0,119.0,,5.0,,10269.0,57.0,BD DE PICPUS,7401,75012.0,75112,Paris 12e Arrondissement,75,75112000CL0073,2.400371,48.845768
21440,2023-554945,2023-02-07,403000.0,Appartement,0.0,36.0,36.26,2.0,11114.0,11194.0,10.0,RUE FOURCADE,3765,75015.0,75115,Paris 15e Arrondissement,75,75115000BS0146,2.297863,48.837166
21441,2023-554946,2023-01-10,3125000.0,Appartement,1.0,158.0,152.09,5.0,20547.0,19778.0,223.0,BD SAINT GERMAIN,8619,75007.0,75107,Paris 7e Arrondissement,75,75107000AM0002,2.323232,48.858075
21443,2023-554947,2023-01-30,430000.0,Appartement,0.0,50.0,47.63,2.0,9028.0,8600.0,117.0,RUE DE PICPUS,7402,75012.0,75112,Paris 12e Arrondissement,75,75112000AS0015,2.401689,48.838638
21445,2023-554948,2023-02-02,307545.0,Appartement,1.0,29.0,29.11,2.0,10565.0,10605.0,1.0,RUE DE CAMPO FORMIO,1473,75013.0,75113,Paris 13e Arrondissement,75,75113000AW0010,2.360571,48.833863
21447,2023-554949,2023-01-31,750000.0,Appartement,1.0,65.0,65.3,2.0,11485.0,11538.0,45.0,BD DE MONTMORENCY,6516,75016.0,75116,Paris 16e Arrondissement,75,75116000BR0060,2.262913,48.852324
21450,2023-554951,2023-01-31,460000.0,Appartement,1.0,29.0,35.55,2.0,12940.0,15862.0,68.0,RUE MONGE,6432,75005.0,75105,Paris 5e Arrondissement,75,75105000AK0035,2.35196,48.843614
21451,2023-554952,2023-01-31,358500.0,Appartement,0.0,28.0,32.88,3.0,10903.0,12804.0,12.0,RUE FRANCIS DE PRESSENSE,3785,75014.0,75114,Paris 14e Arrondissement,75,75114000DN0080,2.31637,48.833682
21452,2023-554953,2023-01-30,348500.0,Appartement,1.0,31.0,31.92,2.0,10918.0,11242.0,24.0,RUE LACHARRIERE,5224,75011.0,75111,Paris 11e Arrondissement,75,75111000AY0097,2.379463,48.862432
21455,2023-554954,2023-01-24,927300.0,Appartement,1.0,73.0,76.63,4.0,12101.0,12703.0,36.0,RUE FONDARY,3705,75015.0,75115,Paris 15e Arrondissement,75,75115000EF0022,2.294427,48.847432
21462,2023-554957,2023-01-16,531650.0,Appartement,1.0,45.0,,3.0,,11814.0,3.0,RUE MARBEAU,5991,75016.0,75116,Paris 16e Arrondissement,75,75116000EV0050,2.281055,48.873851
21465,2023-554958,2023-01-25,1681000.0,Appartement,1.0,111.0,115.65,5.0,14535.0,15144.0,27.0,AV DE SUFFREN,9114,75007.0,75107,Paris 7e Arrondissement,75,75107000CG0014,2.294648,48.855507
21467,2023-554959,2023-01-30,417000.0,Appartement,1.0,49.0,49.02,2.0,8507.0,8510.0,19.0,RUE LASSON,5370,75012.0,75112,Paris 12e Arrondissement,75,75112000AH0020,2.407545,48.843296
21470,2023-554962,2023-01-28,93600.0,Appartement,1.0,45.0,44.01,2.0,2127.0,2080.0,25.0,RUE BREA,1263,75006.0,75106,Paris 6e Arrondissement,75,75106000AT0068,2.329986,48.842427
21473,2023-554963,2023-01-16,441000.0,Appartement,1.0,46.0,,2.0,,9587.0,47.0,RUE DES MORILLONS,6555,75015.0,75115,Paris 15e Arrondissement,75,75115000AK0026,2.300268,48.833134
21476,2023-554965,2023-02-01,338000.0,Appartement,1.0,22.0,,1.0,,15364.0,40.0,RUE DE LA SABLIERE,8446,75014.0,75114,Paris 14e Arrondissement,75,75114000CO0149,2.321745,48.832392
21480,2023-554966,2023-01-31,586000.0,Appartement,1.0,50.0,,2.0,,11720.0,22.0,RUE DE MONTTESSUY,6535,75007.0,75107,Paris 7e Arrondissement,75,75107000CI0011,2.298231,48.859585
21485,2023-554970,2023-02-10,818500.0,Appartement,1.0,64.0,63.57,3.0,12876.0,12789.0,22.0,RUE OBERKAMPF,6858,75011.0,75111,Paris 11e Arrondissement,75,75111000AP0022,2.369769,48.86324
21487,2023-554971,2023-01-27,600000.0,Appartement,1.0,58.0,57.07,3.0,10513.0,10345.0,15.0,RUE FRIANT,3866,75014.0,75114,Paris 14e Arrondissement,75,75114000BW0004,2.324682,48.82553
21490,2023-554972,2023-01-23,220000.0,Appartement,1.0,23.0,,2.0,,9565.0,9.0,RUE FALGUIERE,3498,75015.0,75115,Paris 15e Arrondissement,75,75115000CR0120,2.31778,48.84344
21491,2023-554973,2023-02-06,970000.0,Appartement,0.0,60.0,61.91,3.0,15668.0,16167.0,33.0,RUE SAINT JACQUES,8648,75005.0,75105,Paris 5e Arrondissement,75,75105000BQ0001,2.345901,48.851117
21493,2023-554974,2023-02-10,328000.0,Appartement,1.0,36.0,32.96,2.0,9951.0,9111.0,16.0,RUE PAUL BERT,7123,75011.0,75111,Paris 11e Arrondissement,75,75111000CT0005,2.385213,48.852064
21495,2023-554975,2023-01-13,164000.0,Appartement,1.0,20.0,15.2,1.0,10789.0,8200.0,26.0,RUE GODEFROY CAVAIGNAC,4218,75011.0,75111,Paris 11e Arrondissement,75,75111000BX0095,2.381189,48.855506
21501,2023-554977,2023-02-10,400000.0,Appartement,1.0,42.0,42.19,2.0,9481.0,9524.0,66.0,RUE LABROUSTE,5209,75015.0,75115,Paris 15e Arrondissement,75,75115000AI0092,2.305984,48.832323
21503,2023-554978,2023-02-01,230000.0,Appartement,1.0,20.0,22.0,1.0,10455.0,11500.0,6.0,RUE BELLIER DEDOUVRE,0841,75013.0,75113,Paris 13e Arrondissement,75,75113000DW0164,2.350938,48.824292
21505,2023-554980,2023-02-07,343300.0,Appartement,1.0,33.0,31.68,2.0,10836.0,10403.0,234.0,BD VOLTAIRE,9907,75011.0,75111,Paris 11e Arrondissement,75,75111000CR0161,2.3896,48.851781
21507,2023-554981,2023-02-02,240000.0,Appartement,0.0,19.0,19.98,1.0,12012.0,12632.0,23.0,RUE DE L EXPOSITION,3469,75007.0,75107,Paris 7e Arrondissement,75,75107000CD0100,2.30336,48.857396
21509,2023-554983,2023-01-13,275000.0,Appartement,0.0,29.0,30.11,1.0,9133.0,9483.0,132.0,BD DE L HOPITAL,4649,75013.0,75113,Paris 13e Arrondissement,75,75113000AU0015,2.356954,48.834122
21513,2023-554984,2023-01-30,2530000.0,Appartement,1.0,130.0,140.6,4.0,17994.0,19462.0,28.0,AV RAPHAEL,8039,75016.0,75116,Paris 16e Arrondissement,75,75116000CQ0029,2.266713,48.858181
21514,2023-554985,2023-02-02,355000.0,Appartement,1.0,40.0,30.46,2.0,11655.0,8875.0,8.0,RUE GAMBEY,3938,75011.0,75111,Paris 11e Arrondissement,75,75111000AM0051,2.372141,48.865165
21516,2023-554986,2023-01-25,790000.0,Appartement,1.0,80.0,80.57,3.0,9805.0,9875.0,15.0,RUE LAKANAL,5275,75015.0,75115,Paris 15e Arrondissement,75,75115000EG0050,2.295598,48.84458
21519,2023-554987,2023-01-31,1246500.0,Appartement,0.0,67.0,,4.0,,18604.0,40.0,RUE VANEAU,9588,75007.0,75107,Paris 7e Arrondissement,75,75107000BE0039,2.318783,48.851896
21520,2023-554988,2023-02-10,825700.0,Appartement,1.0,64.0,71.78,3.0,11503.0,12902.0,1.0,RUE THEOPHILE ROUSSEL,9256,75012.0,75112,Paris 12e Arrondissement,75,75112000EX0084,2.377381,48.849395
21523,2023-554989,2023-01-31,440000.0,Appartement,1.0,42.0,42.9,2.0,10256.0,10476.0,60.0,RUE BAUDRICOURT,0736,75013.0,75113,Paris 13e Arrondissement,75,75113000CT0015,2.362585,48.825793
21527,2023-554993,2023-02-07,604300.0,Appartement,1.0,60.0,56.43,3.0,10709.0,10072.0,38.0,RUE LAURISTON,5401,75016.0,75116,Paris 16e Arrondissement,75,75116000FF0018,2.290529,48.870701
21531,2023-554996,2023-01-20,997500.0,Appartement,1.0,90.0,,4.0,,11083.0,16.0,RUE IMMEUBLES INDUSTRIELS,4700,75011.0,75111,Paris 11e Arrondissement,75,75111000CP0101,2.392387,48.849726
21535,2023-554998,2023-01-11,887000.0,Appartement,1.0,90.0,90.5,4.0,9801.0,9856.0,4.0,RUE MIZON,6393,75015.0,75115,Paris 15e Arrondissement,75,75115000CJ0035,2.31481,48.841432
21537,2023-554999,2023-02-02,275000.0,Appartement,1.0,32.0,30.82,1.0,8923.0,8594.0,33.0,RUE TRAVERSIERE,9423,75012.0,75112,Paris 12e Arrondissement,75,75112000EN0068,2.372381,48.847409
21539,2023-555000,2023-02-02,270000.0,Appartement,1.0,29.0,29.42,1.0,9177.0,9310.0,13.0,RUE DE LA VOUTE,9924,75012.0,75112,Paris 12e Arrondissement,75,75112000AI0016,2.406623,48.845547
21540,2023-555001,2023-02-03,1000.0,Appartement,2.0,26.0,,3.0,,38.0,14.0,RUE DES QUATRE VENTS,7940,75006.0,75106,Paris 6e Arrondissement,75,75106000AG0021,2.337854,48.85197
21544,2023-555002,2023-02-08,290000.0,Appartement,1.0,28.0,25.46,2.0,11390.0,10357.0,11.0,RUE DU MOULIN DES PRES,6594,75013.0,75113,Paris 13e Arrondissement,75,75113000EB0011,2.353414,48.829598
21546,2023-555003,2023-01-31,275000.0,Appartement,1.0,42.0,40.95,2.0,6716.0,6548.0,23.0,RUE DU CHATEAU DES RENTIERS,1918,75013.0,75113,Paris 13e Arrondissement,75,75113000CN0041,2.370233,48.823908
21547,2023-555004,2023-01-10,370000.0,Appartement,1.0,31.0,30.99,1.0,11939.0,11935.0,78.0,AV DE SUFFREN,9114,75015.0,75115,Paris 15e Arrondissement,75,75115000DH0022,2.299019,48.851347
21552,2023-555006,2023-02-07,339000.0,Appartement,0.0,30.0,32.47,2.0,10440.0,11300.0,40.0,RUE DE LA VEGA,9639,75012.0,75112,Paris 12e Arrondissement,75,75112000AP0014,2.404998,48.83939
21555,2023-555008,2023-01-20,1567500.0,Appartement,2.0,115.0,98.24,2.0,15956.0,13630.0,74.0,RUE DE L ASSOMPTION,0503,75016.0,75116,Paris 16e Arrondissement,75,75116000CP0044,2.268032,48.855301
21558,2023-555009,2023-01-17,1794118.0,Appartement,0.0,107.0,,5.0,,16767.0,34.0,BD DES INVALIDES,4726,75007.0,75107,Paris 7e Arrondissement,75,75107000BL0061,2.314145,48.851965
21560,2023-555010,2023-01-20,270000.0,Appartement,1.0,28.0,,1.0,,9643.0,61.0,RUE DE MONTREUIL,6530,75011.0,75111,Paris 11e Arrondissement,75,75111000CT0110,2.389775,48.850786
21564,2023-555013,2023-01-17,450000.0,Appartement,0.0,38.0,41.47,2.0,10851.0,11842.0,85.0,RUE DE LA CROIX NIVERT,2459,75015.0,75115,Paris 15e Arrondissement,75,75115000BW0002,2.29591,48.843199
21566,2023-555014,2023-01-20,220000.0,Appartement,1.0,32.0,19.81,1.0,11106.0,6875.0,1.0,RUE DU GROS CAILLOU,4348,75007.0,75107,Paris 7e Arrondissement,75,75107000CD0065,2.302704,48.857498
21567,2023-555015,2023-01-26,830000.0,Appartement,0.0,50.0,76.18,2.0,10895.0,16600.0,49.0,RUE BOULARD,1158,75014.0,75114,Paris 14e Arrondissement,75,75114000CK0010,2.327484,48.831806
21568,2023-555016,2023-02-08,270000.0,Appartement,0.0,28.0,26.75,2.0,10093.0,9643.0,10.0,RUE FREYCINET,3864,75016.0,75116,Paris 16e Arrondissement,75,75116000FP0073,2.29832,48.865654
21570,2023-555018,2023-02-02,1050000.0,Appartement,1.0,100.0,99.5,4.0,10553.0,10500.0,43.0,RUE VASCO DE GAMA,9607,75015.0,75115,Paris 15e Arrondissement,75,75115000BJ0005,2.285414,48.835718
21573,2023-555019,2023-02-03,411000.0,Appartement,0.0,44.0,46.18,2.0,8900.0,9341.0,70.0,RUE DES PLANTES,7518,75014.0,75114,Paris 14e Arrondissement,75,75114000CX0040,2.319112,48.825896
21575,2023-555021,2023-02-07,170000.0,Appartement,0.0,14.0,14.55,1.0,11684.0,12143.0,36.0,RUE DE PICPUS,7402,75012.0,75112,Paris 12e Arrondissement,75,75112000CH0003,2.394402,48.844792
21577,2023-555022,2023-02-02,441000.0,Appartement,1.0,39.0,41.92,2.0,10520.0,11308.0,164.0,RUE SAINT CHARLES,8513,75015.0,75115,Paris 15e Arrondissement,75,75115000ER0033,2.281064,48.841908
21578,2023-555023,2023-02-09,810000.0,Appartement,1.0,70.0,70.46,2.0,11496.0,11571.0,5.0,RUE LEKAIN,5491,75016.0,75116,Paris 16e Arrondissement,75,75116000CJ0037,2.27888,48.856613
21581,2023-555024,2023-02-06,244200.0,Appartement,1.0,33.0,32.38,1.0,7542.0,7400.0,74.0,RUE DUNOIS,2992,75013.0,75113,Paris 13e Arrondissement,75,75113000BN0002,2.36727,48.83372
21583,2023-555026,2023-01-19,1310000.0,Appartement,1.0,97.0,96.25,3.0,13610.0,13505.0,49.0,RUE DE BOULAINVILLIERS,1154,75016.0,75116,Paris 16e Arrondissement,75,75116000CM0058,2.274267,48.856255
21586,2023-555027,2023-02-02,700000.0,Appartement,1.0,63.0,61.9,2.0,11309.0,11111.0,185.0,AV VICTOR HUGO,9761,75016.0,75116,Paris 16e Arrondissement,75,75116000EB0009,2.276419,48.865474
21588,2023-555028,2023-01-26,551000.0,Appartement,0.0,56.0,55.35,3.0,9955.0,9839.0,14.0,RUE LEONIDAS,5564,75014.0,75114,Paris 14e Arrondissement,75,75114000CR0080,2.322291,48.831178
21589,2023-555029,2023-02-10,197000.0,Appartement,0.0,20.0,21.07,1.0,9350.0,9850.0,66.0,RUE DE LA CROIX NIVERT,2459,75015.0,75115,Paris 15e Arrondissement,75,75115000EG0019,2.296948,48.844986
21592,2023-555030,2023-01-30,4080000.0,Appartement,0.0,206.0,,6.0,,19806.0,312.0,RUE DE VAUGIRARD,9624,75015.0,75115,Paris 15e Arrondissement,75,75115000BS0169,2.296651,48.838248
21594,2023-555031,2023-02-01,550000.0,Appartement,1.0,47.0,47.3,1.0,11628.0,11702.0,10.0,RUE NEUVE POPINCOURT,6730,75011.0,75111,Paris 11e Arrondissement,75,75111000AR0124,2.374102,48.863892
21597,2023-555032,2023-02-04,79276.0,Appartement,1.0,30.0,,1.0,,2643.0,10.0,RUE DU DOCTEUR GOUJON,2836,75012.0,75112,Paris 12e Arrondissement,75,75112000BY0037,2.398831,48.840087
21599,2023-555033,2023-01-31,790000.0,Appartement,0.0,63.0,,2.0,,12540.0,11.0,RUE AUGUSTE LAURENT,0557,75011.0,75111,Paris 11e Arrondissement,75,75111000BV0064,2.381914,48.857335
21600,2023-555034,2023-01-27,531000.0,Appartement,1.0,62.0,65.08,3.0,8159.0,8565.0,5.0,VLA THORETON,9296,75015.0,75115,Paris 15e Arrondissement,75,75115000EU0050,2.28358,48.837533
21604,2023-555035,2023-01-30,650000.0,Appartement,1.0,69.0,68.51,3.0,9488.0,9420.0,25.0,RUE VILLIOT,9846,75012.0,75112,Paris 12e Arrondissement,75,75112000EE0012,2.375579,48.842018
21606,2023-555036,2023-02-01,790000.0,Appartement,1.0,103.0,109.59,4.0,7209.0,7670.0,99.0,AV D ITALIE,4754,75013.0,75113,Paris 13e Arrondissement,75,75113000DU0014,2.358754,48.8231
21607,2023-555037,2023-02-01,325105.0,Appartement,1.0,37.0,36.81,1.0,8832.0,8787.0,20.0,AV D IVRY,4763,75013.0,75113,Paris 13e Arrondissement,75,75113000CR0030,2.367141,48.823249
21610,2023-555038,2023-02-01,1520000.0,Appartement,1.0,88.0,,4.0,,17273.0,23.0,RUE MAYET,6221,75006.0,75106,Paris 6e Arrondissement,75,75106000BC0044,2.319608,48.846226
21612,2023-555039,2023-01-24,297400.0,Appartement,1.0,40.0,45.67,2.0,6512.0,7435.0,79.0,RUE DAGUERRE,2513,75014.0,75114,Paris 14e Arrondissement,75,75114000CN0012,2.32479,48.835393
21613,2023-555040,2023-01-23,789500.0,Appartement,1.0,73.0,,4.0,,10815.0,11.0,AV DE LA SOEUR ROSALIE,9001,75013.0,75113,Paris 13e Arrondissement,75,75113000ET0015,2.353151,48.831769
21615,2023-555041,2023-01-26,750000.0,Appartement,1.0,41.0,,3.0,,18293.0,18.0,RUE DE LILLE,5686,75007.0,75107,Paris 7e Arrondissement,75,75107000AB0034,2.331322,48.858169
21617,2023-555042,2023-02-07,6000000.0,Appartement,3.0,346.0,,8.0,,17341.0,14.0,AV BOSQUET,1119,75007.0,75107,Paris 7e Arrondissement,75,75107000CK0028,2.3026,48.859933
21622,2023-555043,2023-01-26,799000.0,Appartement,1.0,73.0,,3.0,,10945.0,10.0,RUE GUY DE LA BROSSE,4434,75005.0,75105,Paris 5e Arrondissement,75,75105000AG0033,2.35519,48.845333
21625,2023-555044,2023-01-31,333000.0,Appartement,2.0,30.0,30.0,2.0,11100.0,11100.0,22.0,RUE FRANCOIS BONVIN,3793,75015.0,75115,Paris 15e Arrondissement,75,75115000BZ0018,2.305412,48.844763
21628,2023-555045,2023-02-09,191388.0,Appartement,1.0,34.0,34.14,1.0,5606.0,5629.0,84.0,BD MASSENA,6155,75013.0,75113,Paris 13e Arrondissement,75,75113000CV0005,2.367319,48.821948
21629,2023-555046,2023-01-13,545000.0,Appartement,0.0,51.0,49.81,2.0,10942.0,10686.0,77.0,RUE DE CHARONNE,1888,75011.0,75111,Paris 11e Arrondissement,75,75111000BX0065,2.381422,48.854141
21630,2023-555047,2023-02-06,911600.0,Appartement,1.0,75.0,80.05,4.0,11388.0,12155.0,5.0,BD ARAGO,0402,75013.0,75113,Paris 13e Arrondissement,75,75113000EN0060,2.351168,48.836218
21633,2023-555048,2023-02-09,362800.0,Appartement,1.0,32.0,31.9,1.0,11373.0,11338.0,59.0,BD ARAGO,0402,75013.0,75113,Paris 13e Arrondissement,75,75113000EK0016,2.343968,48.834337
21634,2023-555049,2023-02-10,351500.0,Appartement,1.0,39.0,38.25,2.0,9190.0,9013.0,3.0,RUE VULPIAN,9928,75013.0,75113,Paris 13e Arrondissement,75,75113000EQ0018,2.346916,48.832209
21636,2023-555050,2023-01-18,249000.0,Appartement,0.0,22.0,15.65,1.0,15911.0,11318.0,63.0,RUE SAINT MAUR,8699,75011.0,75111,Paris 11e Arrondissement,75,75111000AY0008,2.37939,48.862729
21637,2023-555051,2023-02-10,210325.0,Appartement,0.0,20.0,20.12,1.0,10454.0,10516.0,44.0,RUE DURANTON,3031,75015.0,75115,Paris 15e Arrondissement,75,75115000EQ0033,2.288192,48.838729
21638,2023-555052,2023-02-06,227000.0,Appartement,0.0,25.0,25.09,1.0,9047.0,9080.0,13.0,RUE TAINE,9153,75012.0,75112,Paris 12e Arrondissement,75,75112000CB0069,2.392017,48.838203
21639,2023-555053,2023-01-26,675700.0,Appartement,0.0,55.0,57.58,2.0,11735.0,12285.0,98.0,RUE DE CHARONNE,1888,75011.0,75111,Paris 11e Arrondissement,75,75111000CH0075,2.383785,48.853972
21640,2023-555054,2023-01-17,465000.0,Appartement,0.0,49.0,44.91,3.0,10354.0,9490.0,47.0,RUE VAVIN,9634,75006.0,75106,Paris 6e Arrondissement,75,75106000AT0105,2.328881,48.842597
21641,2023-555055,2023-02-02,238000.0,Appartement,1.0,22.0,,1.0,,10818.0,12.0,RUE TAINE,9153,75012.0,75112,Paris 12e Arrondissement,75,75112000BT0008,2.392444,48.837697
21643,2023-555056,2023-01-25,823650.0,Appartement,1.0,49.0,63.43,3.0,12985.0,16809.0,17.0,BD SAINT GERMAIN,8619,75005.0,75105,Paris 5e Arrondissement,75,75105000AC0035,2.353435,48.849144
21646,2023-555057,2023-02-01,1800000.0,Appartement,1.0,127.0,,5.0,,14173.0,5.0,RUE DE L ABBE GILLET,0008,75016.0,75116,Paris 16e Arrondissement,75,75116000CH0005,2.280582,48.856665
21648,2023-555058,2023-01-27,5300000.0,Appartement,1.0,231.0,226.67,6.0,23382.0,22944.0,39.0,RUE SCHEFFER,8872,75016.0,75116,Paris 16e Arrondissement,75,75116000DK0044,2.281975,48.861912
21651,2023-555060,2023-02-02,455000.0,Appartement,1.0,45.0,,2.0,,10111.0,321.0,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,75112000BR0041,2.396699,48.833197
21652,2023-555061,2023-02-10,1100000.0,Appartement,1.0,72.0,73.0,4.0,15068.0,15278.0,25.0,RUE DES BELLES FEUILLES,0830,75016.0,75116,Paris 16e Arrondissement,75,75116000DW0146,2.281932,48.866632
21654,2023-555062,2023-01-25,4000.0,Appartement,0.0,41.0,,2.0,,98.0,34.0,RUE ALPHONSE BERTILLON,0231,75015.0,75115,Paris 15e Arrondissement,75,75115000AH0070,2.309952,48.833772
21656,2023-555063,2023-02-10,537805.0,Appartement,1.0,50.0,42.02,2.0,12799.0,10756.0,32.0,RUE DAUBENTON,2580,75005.0,75105,Paris 5e Arrondissement,75,75105000AL0088,2.35277,48.841278
21657,2023-555064,2023-01-27,111300.0,Appartement,0.0,17.0,16.38,1.0,6795.0,6547.0,102.0,RUE DE REUILLY,8175,75012.0,75112,Paris 12e Arrondissement,75,75112000CD0034,2.393427,48.84123
21658,2023-555065,2023-01-20,410000.0,Appartement,1.0,43.0,,2.0,,9535.0,41.0,RUE DES FAVORITES,3536,75015.0,75115,Paris 15e Arrondissement,75,75115000AC0035,2.305064,48.837618
21661,2023-555066,2023-01-31,370000.0,Appartement,1.0,38.0,37.5,2.0,9867.0,9737.0,377.0,RUE DE VAUGIRARD,9624,75015.0,75115,Paris 15e Arrondissement,75,75115000BM0002,2.293881,48.835826
21663,2023-555068,2023-02-06,160000.0,Appartement,0.0,16.0,,1.0,,10000.0,8.0,AV DES GOBELINS,4209,75005.0,75105,Paris 5e Arrondissement,75,75105000AV0062,2.350497,48.837855
