,id_mutation,date_mutation,prix,type_local,nb_dépendances,surface_reelle_bati,surface_carrez,nombre_pieces_principales,prix_au_m2_carrez,prix_au_m2_réel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
21665,2023-555069,2023-01-26,490300.0,Appartement,1.0,33.0,33.02,2.0,14849.0,14858.0,29.0,RUE DE LA HUCHETTE,4678,75005.0,75105,Paris 5e Arrondissement,75,75105000BP0067,2.344938,48.853002
21666,2023-555070,2023-01-25,480000.0,Appartement,0.0,30.0,29.24,1.0,16416.0,16000.0,13.0,RUE MAZARINE,6228,75006.0,75106,Paris 6e Arrondissement,75,75106000AB0017,2.337827,48.855501
21667,2023-555071,2023-01-13,370000.0,Appartement,1.0,33.0,33.65,2.0,10996.0,11212.0,195.0,BD VOLTAIRE,9907,75011.0,75111,Paris 11e Arrondissement,75,75111000CI0030,2.388058,48.853344
21669,2023-555072,2023-01-26,300000.0,Appartement,0.0,28.0,31.04,2.0,9665.0,10714.0,18.0,RUE BECCARIA,0803,75012.0,75112,Paris 12e Arrondissement,75,75112000EZ0002,2.37937,48.847682
21671,2023-555073,2023-01-31,290000.0,Appartement,0.0,26.0,,1.0,,11154.0,118.0,RUE DE JAVEL,4843,75015.0,75115,Paris 15e Arrondissement,75,75115000EJ0072,2.287285,48.843134
21673,2023-555074,2023-01-26,2698000.0,Appartement,1.0,130.0,113.61,4.0,23748.0,20754.0,44.0,RUE DE LILLE,5686,75007.0,75107,Paris 7e Arrondissement,75,75107000AB0013,2.329582,48.858723
21677,2023-555075,2023-01-26,488000.0,Appartement,1.0,54.0,49.4,2.0,9879.0,9037.0,23.0,RUE DUVIVIER,3065,75007.0,75107,Paris 7e Arrondissement,75,75107000BY0080,2.307514,48.856414
21678,2023-555076,2023-02-10,650000.0,Appartement,0.0,70.0,,3.0,,9286.0,3.0,BD VOLTAIRE,9907,75011.0,75111,Paris 11e Arrondissement,75,75111000AA0055,2.366055,48.866555
21680,2023-555077,2023-01-25,1262136.0,Appartement,1.0,120.0,,5.0,,10518.0,2.0,RUE DE L ABBE GILLET,0008,75016.0,75116,Paris 16e Arrondissement,75,75116000CH0026,2.28077,48.857268
21685,2023-555080,2023-02-10,254000.0,Appartement,0.0,25.0,24.27,2.0,10466.0,10160.0,110.0,AV PARMENTIER,7067,75011.0,75111,Paris 11e Arrondissement,75,75111000AE0048,2.373352,48.867214
21688,2023-555081,2023-01-25,1458000.0,Appartement,1.0,115.0,106.68,5.0,13667.0,12678.0,110.0,AV DENFERT ROCHEREAU,2692,75014.0,75114,Paris 14e Arrondissement,75,75114000AO0028,2.332591,48.834994
21690,2023-555083,2023-01-31,396900.0,Appartement,0.0,38.0,40.41,1.0,9822.0,10445.0,108.0,RUE DE LA TOUR,9362,75016.0,75116,Paris 16e Arrondissement,75,75116000DJ0111,2.276828,48.862764
21692,2023-555084,2023-02-10,795050.0,Appartement,1.0,79.0,81.64,3.0,9738.0,10064.0,359.0,RUE DE VAUGIRARD,9624,75015.0,75115,Paris 15e Arrondissement,75,75115000BM0068,2.295561,48.83661
21695,2023-555086,2023-02-06,415000.0,Appartement,1.0,35.0,,2.0,,11857.0,43.0,RUE DE L ABBE GROULT,0012,75015.0,75115,Paris 15e Arrondissement,75,75115000BQ0008,2.295755,48.840902
21696,2023-555087,2023-02-06,4000.0,Appartement,0.0,19.0,,1.0,,211.0,3.0,RUE DOLOMIEU,2884,75005.0,75105,Paris 5e Arrondissement,75,75105000AK0047,2.352351,48.842577
21697,2023-555088,2023-02-08,130000.0,Appartement,0.0,22.0,,1.0,,5909.0,1.0,RUE DES VOLONTAIRES,9902,75015.0,75115,Paris 15e Arrondissement,75,75115000CE0046,2.30665,48.843603
21699,2023-555090,2023-02-08,545625.0,Appartement,0.0,47.0,41.68,2.0,13091.0,11609.0,34.0,RUE DAUPHINE,2595,75006.0,75106,Paris 6e Arrondissement,75,75106000AC0064,2.338717,48.854628
21700,2023-555091,2023-01-31,568000.0,Appartement,0.0,60.0,50.51,3.0,11245.0,9467.0,48.0,RUE DU FAUBOURG DU TEMPLE,3508,75011.0,75111,Paris 11e Arrondissement,75,75111000AC0022,2.369951,48.8691
21702,2023-555092,2023-01-23,615000.0,Appartement,2.0,98.0,106.26,4.0,5788.0,6276.0,254.0,RUE DE VAUGIRARD,9624,75015.0,75115,Paris 15e Arrondissement,75,75115000BU0069,2.301668,48.839942
21705,2023-555094,2023-01-20,280000.0,Appartement,0.0,31.0,,2.0,,9032.0,28.0,RUE LE MAROIS,5500,75016.0,75116,Paris 16e Arrondissement,75,75116000AD0011,2.258953,48.837836
21711,2023-555099,2023-01-25,450000.0,Appartement,1.0,51.0,,2.0,,8824.0,7.0,SQ DUNOIS,2993,75013.0,75113,Paris 13e Arrondissement,75,75113000BN0002,2.36727,48.83372
21714,2023-555101,2023-01-20,355000.0,Appartement,1.0,30.0,33.54,3.0,10584.0,11833.0,55.0,RUE PASCAL,7076,75013.0,75113,Paris 13e Arrondissement,75,75113000EO0019,2.348282,48.835038
21715,2023-555102,2023-02-09,450000.0,Appartement,1.0,25.0,27.02,1.0,16654.0,18000.0,9.0,AV DE LA MOTTE PICQUET,5308,75007.0,75107,Paris 7e Arrondissement,75,75107000BY0134,2.309214,48.856365
21718,2023-555103,2023-01-25,357500.0,Appartement,2.0,35.0,38.91,2.0,9188.0,10214.0,53.0,BD DE REUILLY,8174,75012.0,75112,Paris 12e Arrondissement,75,75112000BY0004,2.397116,48.839893
21720,2023-555104,2023-01-19,272500.0,Appartement,0.0,27.0,28.0,1.0,9732.0,10093.0,25.0,RUE JEAN MARIDOR,4915,75015.0,75115,Paris 15e Arrondissement,75,75115000EQ0049,2.287013,48.838738
21722,2023-555105,2023-02-10,465000.0,Appartement,1.0,50.0,56.02,1.0,8301.0,9300.0,91.0,RUE MICHEL ANGE,6324,75016.0,75116,Paris 16e Arrondissement,75,75116000AS0027,2.258792,48.840436
21724,2023-555107,2023-01-17,365000.0,Appartement,1.0,33.0,,2.0,,11061.0,46.0,RUE POPINCOURT,7626,75011.0,75111,Paris 11e Arrondissement,75,75111000BC0048,2.375937,48.859738
21727,2023-555108,2023-01-26,210000.0,Appartement,1.0,11.0,18.24,1.0,11513.0,19091.0,50.0,RUE DE LA FONTAINE AU ROI,3717,75011.0,75111,Paris 11e Arrondissement,75,75111000AE0058,2.373481,48.867877
21729,2023-555109,2023-02-08,740000.0,Appartement,1.0,83.0,80.79,4.0,9160.0,8916.0,15.0,RUE LAKANAL,5275,75015.0,75115,Paris 15e Arrondissement,75,75115000EG0050,2.295598,48.84458
21732,2023-555110,2023-01-26,809600.0,Appartement,1.0,53.0,54.78,3.0,14779.0,15275.0,41.0,RUE DE CHAILLOT,1680,75016.0,75116,Paris 16e Arrondissement,75,75116000FO0028,2.29795,48.868033
21733,2023-555111,2023-01-25,3550000.0,Appartement,1.0,180.0,174.44,6.0,20351.0,19722.0,55.0,AV DE BRETEUIL,1277,75007.0,75107,Paris 7e Arrondissement,75,75107000BJ0002,2.312481,48.848532
21735,2023-555112,2023-02-08,680000.0,Appartement,1.0,73.0,70.97,3.0,9582.0,9315.0,146.0,RUE DE PICPUS,7402,75012.0,75112,Paris 12e Arrondissement,75,75112000BO0039,2.402507,48.835206
21739,2023-555113,2023-02-13,368140.0,Appartement,1.0,35.0,36.33,2.0,10133.0,10518.0,66.0,BD VOLTAIRE,9907,75011.0,75111,Paris 11e Arrondissement,75,75111000BB0007,2.373389,48.861394
21741,2023-555114,2023-01-25,177500.0,Appartement,1.0,40.0,21.1,3.0,8412.0,4438.0,8.0,PAS DUDOUY,2957,75011.0,75111,Paris 11e Arrondissement,75,75111000AY0040,2.380863,48.862641
21744,2023-555115,2023-01-26,790000.0,Appartement,1.0,78.0,76.85,4.0,10280.0,10128.0,18.0,RUE DES CORDELIERES,2328,75013.0,75113,Paris 13e Arrondissement,75,75113000EO0025,2.34856,48.834759
21746,2023-555116,2023-02-03,675720.0,Appartement,1.0,88.0,84.34,4.0,8012.0,7679.0,140.0,RUE SAINT CHARLES,8513,75015.0,75115,Paris 15e Arrondissement,75,75115000FV0077,2.282009,48.843359
21748,2023-555117,2023-02-07,1689400.0,Appartement,1.0,133.0,136.3,5.0,12395.0,12702.0,42.0,RUE HENRI BARBUSSE,4535,75005.0,75105,Paris 5e Arrondissement,75,75105000BF0022,2.338235,48.840986
21750,2023-555118,2023-02-09,417000.0,Appartement,1.0,35.0,34.77,2.0,11993.0,11914.0,43.0,RUE DE CHAILLOT,1680,75016.0,75116,Paris 16e Arrondissement,75,75116000FO0032,2.297829,48.868275
21754,2023-555121,2023-01-31,528000.0,Appartement,1.0,46.0,44.62,2.0,11833.0,11478.0,11.0,RUE LACEPEDE,5220,75005.0,75105,Paris 5e Arrondissement,75,75105000AK0085,2.353384,48.843466
21755,2023-555122,2023-02-08,210000.0,Appartement,1.0,25.0,25.59,1.0,8206.0,8400.0,321.0,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,75112000BR0041,2.396699,48.833197
21759,2023-555124,2023-02-03,280000.0,Appartement,1.0,28.0,27.61,1.0,10141.0,10000.0,200.0,RUE DE LOURMEL,5814,75015.0,75115,Paris 15e Arrondissement,75,75115000EV0041,2.280347,48.836862
21761,2023-555125,2023-01-26,210000.0,Appartement,0.0,19.0,19.46,1.0,10791.0,11053.0,6.0,RUE ALFRED DEHODENCQ,0176,75016.0,75116,Paris 16e Arrondissement,75,75116000DG0006,2.271469,48.861306
21762,2023-555126,2023-01-17,355000.0,Appartement,1.0,37.0,,2.0,,9595.0,117.0,BD RICHARD LENOIR,8208,75011.0,75111,Paris 11e Arrondissement,75,75111000AN0085,2.36943,48.865177
21764,2023-555127,2023-01-23,218000.0,Appartement,0.0,21.0,,1.0,,10381.0,25.0,RUE BREA,1263,75006.0,75106,Paris 6e Arrondissement,75,75106000AT0068,2.329986,48.842427
21765,2023-555128,2023-02-01,50000.0,Appartement,0.0,8.0,8.0,1.0,6250.0,6250.0,188.0,RUE DE LA CONVENTION,2300,75015.0,75115,Paris 15e Arrondissement,75,75115000BN0034,2.295207,48.837546
21767,2023-555129,2023-02-07,1770000.0,Appartement,1.0,52.0,70.84,2.0,24986.0,34038.0,29.0,RUE DU GAL BERTRAND,4015,75007.0,75107,Paris 7e Arrondissement,75,75107000BI0025,2.314284,48.846418
21768,2023-555130,2023-02-06,974800.0,Appartement,0.0,76.0,70.98,3.0,13733.0,12826.0,131.0,RUE DU CHEMIN VERT,1966,75011.0,75111,Paris 11e Arrondissement,75,75111000AX0053,2.384542,48.862298
21771,2023-555131,2023-02-06,1165000.0,Appartement,0.0,84.0,83.67,4.0,13924.0,13869.0,7.0,RUE COETLOGON,2171,75006.0,75106,Paris 6e Arrondissement,75,75106000BG0045,2.328784,48.849745
21773,2023-555132,2023-01-26,1977700.0,Appartement,1.0,135.0,131.36,4.0,15056.0,14650.0,5.0,RUE FROIDEVAUX,3873,75014.0,75114,Paris 14e Arrondissement,75,75114000AN0086,2.330139,48.834466
21774,2023-555133,2023-02-03,1320000.0,Appartement,1.0,90.0,84.8,3.0,15566.0,14667.0,3.0,RUE DE SIAM,8964,75016.0,75116,Paris 16e Arrondissement,75,75116000DI0054,2.275038,48.86164
21788,2023-555138,2023-02-13,493850.0,Appartement,1.0,54.0,53.73,3.0,9191.0,9145.0,22.0,RUE DU COLONEL ROZANOFF,2216,75012.0,75112,Paris 12e Arrondissement,75,75112000CT0047,2.387526,48.845861
21789,2023-555139,2023-02-14,770000.0,Appartement,0.0,62.0,54.81,2.0,14049.0,12419.0,9.0,QUAI DE MONTEBELLO,6472,75005.0,75105,Paris 5e Arrondissement,75,75105000AB0172,2.349684,48.851496
21790,2023-555140,2023-02-02,656000.0,Appartement,1.0,68.0,65.52,3.0,10012.0,9647.0,17.0,RUE OLIVIER NOYER,6894,75014.0,75114,Paris 14e Arrondissement,75,75114000CR0094,2.321624,48.83088
21793,2023-555141,2023-02-02,342000.0,Appartement,1.0,38.0,38.24,2.0,8944.0,9000.0,14.0,RUE BRILLAT SAVARIN,1300,75013.0,75113,Paris 13e Arrondissement,75,75113000DP0002,2.351086,48.822042
21796,2023-555142,2023-02-06,569000.0,Appartement,1.0,54.0,51.61,3.0,11025.0,10537.0,14.0,RUE BOULLE,1174,75011.0,75111,Paris 11e Arrondissement,75,75111000BH0047,2.372568,48.856623
21799,2023-555143,2023-02-10,1035000.0,Appartement,2.0,110.0,115.13,4.0,8990.0,9409.0,106.0,AV FELIX FAURE,3553,75015.0,75115,Paris 15e Arrondissement,75,75115000ET0009,2.281051,48.839106
21802,2023-555144,2023-02-10,285000.0,Appartement,1.0,30.0,29.35,2.0,9710.0,9500.0,161.0,RUE DU CHEVALERET,1990,75013.0,75113,Paris 13e Arrondissement,75,75113000BK0097,2.370393,48.832584
21804,2023-555146,2023-01-30,295000.0,Appartement,1.0,32.0,29.66,2.0,9946.0,9219.0,12.0,PAS D ENFER,3282,75014.0,75114,Paris 14e Arrondissement,75,75114000AD0011,2.332113,48.838908
21808,2023-555148,2023-01-31,762500.0,Appartement,1.0,68.0,68.83,4.0,11078.0,11213.0,127.0,RUE DU RANELAGH,8029,75016.0,75116,Paris 16e Arrondissement,75,75116000CP0018,2.267371,48.855795
21812,2023-555151,2023-02-10,1111800.0,Appartement,1.0,85.0,85.01,3.0,13078.0,13080.0,2.0,RUE PIERRE LOUYS,7461,75016.0,75116,Paris 16e Arrondissement,75,75116000CB0014,2.276093,48.850639
21815,2023-555152,2023-02-10,1358000.0,Appartement,1.0,93.0,96.99,5.0,14001.0,14602.0,30.0,RUE DE LA CLEF,2094,75005.0,75105,Paris 5e Arrondissement,75,75105000AL0087,2.352854,48.841405
21817,2023-555153,2023-01-31,217000.0,Appartement,0.0,21.0,15.89,1.0,13656.0,10333.0,10.0,RUE FRANCOIS MOUTHON,3807,75015.0,75115,Paris 15e Arrondissement,75,75115000BO0050,2.291774,48.838334
21820,2023-555155,2023-01-23,515300.0,Appartement,1.0,44.0,48.28,2.0,10673.0,11711.0,8.0,RUE CHEVREUL,2002,75011.0,75111,Paris 11e Arrondissement,75,75111000CP0046,2.392289,48.849554
21821,2023-555156,2023-02-02,328640.0,Appartement,0.0,31.0,,2.0,,10601.0,4.0,AV PHILIPPE AUGUSTE,7380,75011.0,75111,Paris 11e Arrondissement,75,75111000CN0059,2.395406,48.849709
21822,2023-555157,2023-01-20,192000.0,Appartement,0.0,18.0,15.83,1.0,12129.0,10667.0,27.0,RUE PIERRE LEROUX,7451,75007.0,75107,Paris 7e Arrondissement,75,75107000BG0074,2.319627,48.848432
21824,2023-555159,2023-02-01,210000.0,Appartement,1.0,25.0,25.52,1.0,8229.0,8400.0,321.0,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,75112000BR0041,2.396699,48.833197
21826,2023-555160,2023-02-10,123940.0,Appartement,0.0,13.0,15.78,1.0,7854.0,9534.0,158.0,RUE DE LA ROQUETTE,8358,75011.0,75111,Paris 11e Arrondissement,75,75111000BV0080,2.383621,48.858298
21828,2023-555162,2023-01-26,640000.0,Appartement,1.0,45.0,67.03,3.0,9548.0,14222.0,121.0,AV FELIX FAURE,3553,75015.0,75115,Paris 15e Arrondissement,75,75115000EV0051,2.281284,48.838022
21830,2023-555163,2023-02-01,1195000.0,Appartement,0.0,81.0,,3.0,,14753.0,31.0,AV D EYLAU,3472,75016.0,75116,Paris 16e Arrondissement,75,75116000DU0041,2.283694,48.864817
21832,2023-555164,2023-02-02,3600000.0,Appartement,2.0,148.0,,7.0,,24324.0,180.0,BD SAINT GERMAIN,8619,75006.0,75106,Paris 6e Arrondissement,75,75106000BL0007,2.331648,48.85439
21835,2023-555165,2023-02-02,480000.0,Appartement,0.0,32.0,,1.0,,15000.0,86.0,RUE NOTRE-DAME DES CHAMPS,6838,75006.0,75106,Paris 6e Arrondissement,75,75106000AR0085,2.332513,48.841485
21836,2023-555166,2023-02-06,490000.0,Appartement,0.0,40.0,38.69,2.0,12665.0,12250.0,1.0,SQ GRANGE,4291,75013.0,75113,Paris 13e Arrondissement,75,75113000EL0017,2.344872,48.835716
21838,2023-555167,2023-01-11,590000.0,Appartement,1.0,47.0,,3.0,,12553.0,24.0,RUE DANIEL STERN,2547,75015.0,75115,Paris 15e Arrondissement,75,75115000DL0034,2.292646,48.851245
21840,2023-555168,2023-01-30,290000.0,Appartement,1.0,32.0,,1.0,,9062.0,22.0,RUE DE RAMBERVILLERS,8005,75012.0,75112,Paris 12e Arrondissement,75,75112000AE0064,2.407033,48.840981
21841,2023-555169,2023-02-02,250000.0,Appartement,0.0,20.0,20.81,1.0,12013.0,12500.0,32.0,RUE BASFROI,0701,75011.0,75111,Paris 11e Arrondissement,75,75111000BX0119,2.379595,48.85543
21843,2023-555170,2023-02-02,330000.0,Appartement,1.0,40.0,44.25,2.0,7458.0,8250.0,23.0,BD BRUNE,1333,75014.0,75114,Paris 14e Arrondissement,75,75114000DJ0017,2.307463,48.827542
21845,2023-555171,2023-01-31,284200.0,Appartement,1.0,48.0,47.56,1.0,5976.0,5921.0,29.0,RUE DES BOULETS,1170,75011.0,75111,Paris 11e Arrondissement,75,75111000CT0107,2.389045,48.851277
21849,2023-555174,2023-01-26,881060.0,Appartement,2.0,60.0,,2.0,,14684.0,7.0,RUE ALFRED BRUNEAU,0170,75016.0,75116,Paris 16e Arrondissement,75,75116000CI0086,2.277333,48.856022
21853,2023-555176,2023-02-13,129000.0,Appartement,1.0,13.0,,1.0,,9923.0,41.0,RUE SAINT CHARLES,8513,75015.0,75115,Paris 15e Arrondissement,75,75115000DW0032,2.288423,48.84963
21854,2023-555177,2023-01-27,2364.0,Appartement,0.0,13.0,,1.0,,182.0,159.0,BD DU MONTPARNASSE,6522,75006.0,75106,Paris 6e Arrondissement,75,75106000AR0068,2.33482,48.840513
21857,2023-555177,2023-01-27,3455.0,Appartement,0.0,19.0,,1.0,,182.0,159.0,BD DU MONTPARNASSE,6522,75006.0,75106,Paris 6e Arrondissement,75,75106000AR0068,2.33482,48.840513
21858,2023-555177,2023-01-27,2182.0,Appartement,0.0,12.0,,1.0,,182.0,159.0,BD DU MONTPARNASSE,6522,75006.0,75106,Paris 6e Arrondissement,75,75106000AR0068,2.33482,48.840513
21859,2023-555178,2023-02-14,452000.0,Appartement,1.0,49.0,,3.0,,9224.0,43.0,RUE DE L AMIRAL MOUCHEZ,0289,75013.0,75113,Paris 13e Arrondissement,75,75113000DK0003,2.342264,48.823102
21862,2023-555179,2023-02-06,75000.0,Appartement,0.0,16.0,9.11,1.0,8233.0,4688.0,21.0,AV MOZART,6626,75016.0,75116,Paris 16e Arrondissement,75,75116000CM0107,2.272587,48.856725
21863,2023-555180,2023-02-02,186350.0,Appartement,0.0,20.0,17.41,1.0,10704.0,9318.0,5.0,RUE DES SUISSES,9120,75014.0,75114,Paris 14e Arrondissement,75,75114000CV0050,2.314633,48.830696
21864,2023-555181,2023-02-06,333000.0,Appartement,1.0,43.0,43.03,2.0,7739.0,7744.0,85.0,BD BRUNE,1333,75014.0,75114,Paris 14e Arrondissement,75,75114000CY0008,2.313635,48.826255
21869,2023-555182,2023-01-27,2700000.0,Appartement,1.0,140.0,,5.0,,19286.0,5.0,RUE DE L UNIVERSITE,9527,75007.0,75107,Paris 7e Arrondissement,75,75107000AD0061,2.330565,48.856359
21870,2023-555183,2023-02-08,680000.0,Appartement,0.0,60.0,50.15,2.0,13559.0,11333.0,22.0,RUE MOUFFETARD,6581,75005.0,75105,Paris 5e Arrondissement,75,75105000AZ0042,2.34903,48.844226
21872,2023-555184,2023-02-01,850000.0,Appartement,1.0,86.0,67.03,4.0,12681.0,9884.0,27.0,AV DUQUESNE,3023,75007.0,75107,Paris 7e Arrondissement,75,75107000BR0036,2.309583,48.852576
21873,2023-555185,2023-02-01,240000.0,Appartement,0.0,21.0,20.6,2.0,11650.0,11429.0,10.0,BD EDGAR QUINET,3116,75014.0,75114,Paris 14e Arrondissement,75,75114000AF0019,2.329481,48.83996
21874,2023-555186,2023-01-25,330000.0,Appartement,0.0,38.0,35.63,2.0,9262.0,8684.0,3.0,SQ ALBIN CACHOT,0132,75013.0,75113,Paris 13e Arrondissement,75,75113000EJ0004,2.343348,48.833019
21879,2023-555189,2023-01-25,300000.0,Appartement,0.0,42.0,,2.0,,7143.0,118.0,AV DU GAL MICHEL BIZOT,4075,75012.0,75112,Paris 12e Arrondissement,75,75112000AR0017,2.404629,48.839608
21880,2023-555190,2023-01-27,590000.0,Appartement,1.0,67.0,66.12,3.0,8923.0,8806.0,146.0,BD DIDEROT,2792,75012.0,75112,Paris 12e Arrondissement,75,75112000CP0020,2.389925,48.847186
21883,2023-555191,2023-02-07,465000.0,Appartement,1.0,53.0,,3.0,,8774.0,130.0,RUE DE TOLBIAC,9337,75013.0,75113,Paris 13e Arrondissement,75,75113000DY0033,2.358887,48.826351
21886,2023-555192,2023-02-02,834624.0,Appartement,1.0,85.0,84.1,3.0,9924.0,9819.0,32.0,RUE FALGUIERE,3498,75015.0,75115,Paris 15e Arrondissement,75,75115000CS0092,2.315474,48.842535
21888,2023-555193,2023-02-03,790000.0,Appartement,0.0,72.0,,3.0,,10972.0,15.0,AV PDT WILSON,7804,75016.0,75116,Paris 16e Arrondissement,75,75116000FQ0018,2.295315,48.864429
21889,2023-555194,2023-02-10,234000.0,Appartement,1.0,25.0,24.26,1.0,9646.0,9360.0,22.0,RUE DU SERGENT BAUCHAT,8927,75012.0,75112,Paris 12e Arrondissement,75,75112000CO0056,2.393397,48.845255
21895,2023-555196,2023-01-30,1055000.0,Appartement,2.0,85.0,87.64,2.0,12038.0,12412.0,39.0,RUE DOCTEUR BLANCHE,2817,75016.0,75116,Paris 16e Arrondissement,75,75116000BS0016,2.265749,48.853327
21896,2023-555197,2023-02-06,14600000.0,Appartement,2.0,305.0,295.28,6.0,49445.0,47869.0,87.0,QUAI D ORSAY,6952,75007.0,75107,Paris 7e Arrondissement,75,75107000CN0004,2.302912,48.862042
21899,2023-555198,2023-01-31,172000.0,Appartement,0.0,18.0,18.24,1.0,9430.0,9556.0,28.0,RUE DE CHERBOURG,1974,75015.0,75115,Paris 15e Arrondissement,75,75115000AQ0033,2.303567,48.830852
21901,2023-555199,2023-02-03,454000.0,Appartement,1.0,52.0,51.97,2.0,8736.0,8731.0,21.0,BD BRUNE,1333,75014.0,75114,Paris 14e Arrondissement,75,75114000DJ0019,2.307055,48.827595
21904,2023-555201,2023-02-06,315000.0,Appartement,1.0,24.0,,2.0,,13125.0,11.0,AV REILLE,8105,75014.0,75114,Paris 14e Arrondissement,75,75114000AW0036,2.341044,48.82538
21905,2023-555202,2023-01-31,40000.0,Appartement,0.0,134.0,,4.0,,299.0,16.0,RUE BERTHOLLET,0916,75005.0,75105,Paris 5e Arrondissement,75,75105000AW0013,2.345521,48.839232
21907,2023-555204,2023-02-02,315380.0,Appartement,2.0,27.0,28.51,2.0,11062.0,11681.0,64.0,RUE DE MALTE,5968,75011.0,75111,Paris 11e Arrondissement,75,75111000AA0006,2.365941,48.867919
21913,2023-555205,2023-01-24,1769340.0,Appartement,2.0,148.0,140.05,5.0,12634.0,11955.0,78.0,BD EXELMANS,3465,75016.0,75116,Paris 16e Arrondissement,75,75116000AQ0001,2.260738,48.843205
21916,2023-555207,2023-02-03,632250.0,Appartement,1.0,62.0,60.02,4.0,10534.0,10198.0,34.0,RUE BOUSSINGAULT,1221,75013.0,75113,Paris 13e Arrondissement,75,75113000DL0025,2.34407,48.824848
21917,2023-555208,2023-01-20,346000.0,Appartement,0.0,30.0,29.02,2.0,11923.0,11533.0,27.0,RUE DE MONTREUIL,6530,75011.0,75111,Paris 11e Arrondissement,75,75111000CT0046,2.385404,48.850946
21918,2023-555209,2023-01-17,193000.0,Appartement,0.0,22.0,20.43,2.0,9447.0,8773.0,18.0,CITE DUPONT,3008,75011.0,75111,Paris 11e Arrondissement,75,75111000AY0042,2.380993,48.862807
21920,2023-555210,2023-01-27,778000.0,Appartement,1.0,70.0,61.41,2.0,12669.0,11114.0,33.0,RUE DE BOULAINVILLIERS,1154,75016.0,75116,Paris 16e Arrondissement,75,75116000CK0040,2.275164,48.854586
21922,2023-555212,2023-01-30,655000.0,Appartement,1.0,65.0,65.82,3.0,9951.0,10077.0,146.0,RUE DE LA CONVENTION,2300,75015.0,75115,Paris 15e Arrondissement,75,75115000BO0010,2.290772,48.839503
21924,2023-555213,2023-01-30,434525.0,Appartement,0.0,60.0,,3.0,,7242.0,309.0,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,75111000CP0101,2.392387,48.849726
21925,2023-555214,2023-02-06,100000.0,Appartement,0.0,14.0,,1.0,,7143.0,88.0,CRS DE VINCENNES,9850,75012.0,75112,Paris 12e Arrondissement,75,75112000AI0030,2.407196,48.846832
21927,2023-555215,2023-02-08,286000.0,Appartement,1.0,28.0,28.84,1.0,9917.0,10214.0,12.0,RUE DES MEUNIERS,6304,75012.0,75112,Paris 12e Arrondissement,75,75112000BR0067,2.398871,48.833718
21932,2023-555217,2023-02-03,868500.0,Appartement,1.0,67.0,67.05,3.0,12953.0,12963.0,11.0,RUE DES BERGERS,0890,75015.0,75115,Paris 15e Arrondissement,75,75115000FX0038,2.282632,48.844246
21933,2023-555218,2023-02-03,455000.0,Appartement,1.0,42.0,42.18,2.0,10787.0,10833.0,75.0,BD DE MENILMONTANT,6267,75011.0,75111,Paris 11e Arrondissement,75,75111000AW0035,2.386381,48.863407
21936,2023-555219,2023-01-18,8500.0,Appartement,1.0,31.0,,2.0,,274.0,21.0,RUE DE LA VISTULE,9884,75013.0,75113,Paris 13e Arrondissement,75,75113000DU0050,2.359659,48.822979
21939,2023-555221,2023-02-10,242500.0,Appartement,1.0,45.0,45.25,1.0,5359.0,5389.0,166.0,AV LEDRU ROLLIN,5467,75011.0,75111,Paris 11e Arrondissement,75,75111000BY0069,2.379724,48.856852
21941,2023-555222,2023-02-03,380000.0,Appartement,0.0,45.0,,1.0,,8444.0,19.0,RUE GUYTON DE MORVEAU,4447,75013.0,75113,Paris 13e Arrondissement,75,75113000DN0011,2.347716,48.824822
21943,2023-555223,2023-02-03,320000.0,Appartement,1.0,22.0,,1.0,,14545.0,96.0,RUE DE LA FONTAINE AU ROI,3717,75011.0,75111,Paris 11e Arrondissement,75,75111000AH0073,2.378156,48.869204
21956,2023-555227,2023-02-06,296800.0,Appartement,0.0,30.0,,1.0,,9893.0,81.0,RUE DE L EGLISE,3177,75015.0,75115,Paris 15e Arrondissement,75,75115000EK0040,2.291367,48.843418
21958,2023-555228,2023-02-08,876913.0,Appartement,0.0,81.0,138.1,2.0,6350.0,10826.0,59.0,RUE NICOLO,6771,75016.0,75116,Paris 16e Arrondissement,75,75116000DM0056,2.276447,48.860671
21959,2023-555228,2023-02-08,617087.0,Appartement,0.0,57.0,138.1,3.0,4468.0,10826.0,59.0,RUE NICOLO,6771,75016.0,75116,Paris 16e Arrondissement,75,75116000DM0056,2.276447,48.860671
