,id_mutation,date_mutation,prix,type_local,nombre_dependances,surface_reelle_bati,surface_carrez,nombre_pieces_principales,prix_au_m2_carrez,prix_au_m2_reel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
12267,2023-551253,2023-06-05,194100.0,Appartement,1.0,23.0,,1.0,,8439.0,164.0,RUE DES PYRENEES,7904,75020.0,75120,Paris 20e Arrondissement,75,75120000CN0028,2.400921,48.860783
12268,2023-551254,2023-05-30,304000.0,Appartement,0.0,31.0,,2.0,,9806.0,48.0,RUE RAMPONEAU,8020,75020.0,75120,Paris 20e Arrondissement,75,75120000AM0242,2.382027,48.871615
12270,2023-551256,2023-05-30,122000.0,Appartement,0.0,12.0,12.81,1.0,9524.0,10167.0,91.0,RUE DES MARAICHERS,5985,75020.0,75120,Paris 20e Arrondissement,75,75120000DN0006,2.405607,48.855558
12272,2023-551258,2023-05-04,1050000.0,Appartement,1.0,71.0,72.5,4.0,14483.0,14789.0,19.0,PL DU MARCHE ST HONORE,6033,75001.0,75101,Paris 1er Arrondissement,75,75101000AZ0030,2.330927,48.866588
12275,2023-551259,2023-05-31,1430000.0,Appartement,1.0,110.0,108.05,3.0,13235.0,13000.0,45.0,BD GOUVION ST-CYR,4252,75017.0,75117,Paris 17e Arrondissement,75,75117000AR0051,2.28708,48.882278
12276,2023-551260,2023-05-30,192000.0,Appartement,1.0,34.0,,2.0,,5647.0,21.0,RUE CLAVEL,2092,75019.0,75119,Paris 19e Arrondissement,75,75119000EC0035,2.383776,48.875253
12279,2023-551261,2023-06-06,324900.0,Appartement,1.0,22.0,,1.0,,14768.0,14.0,RUE ARTHUR GROUSSIER,0478,75010.0,75110,Paris 10e Arrondissement,75,75110000BJ0066,2.371001,48.871938
12280,2023-551262,2023-06-06,234100.0,Appartement,0.0,15.0,21.06,2.0,11116.0,15607.0,75.0,BD DE LA VILLETTE,9838,75010.0,75110,Paris 10e Arrondissement,75,75110000BU0033,2.371002,48.876727
12282,2023-551264,2023-06-06,225000.0,Appartement,0.0,28.0,26.68,2.0,8433.0,8036.0,7.0,RUE DE LA LOUISIANE,5790,75018.0,75118,Paris 18e Arrondissement,75,75118000DA0071,2.362103,48.891161
12283,2023-551265,2023-06-08,428329.0,Appartement,1.0,49.0,68.7,2.0,6235.0,8741.0,22.0,RUE DUC,2948,75018.0,75118,Paris 18e Arrondissement,75,75118000BI0012,2.341847,48.892584
12285,2023-551265,2023-06-08,131121.0,Appartement,0.0,15.0,,1.0,,8741.0,22.0,RUE DUC,2948,75018.0,75118,Paris 18e Arrondissement,75,75118000BI0012,2.341847,48.892584
12288,2023-551266,2023-05-31,620000.0,Appartement,2.0,49.0,47.63,2.0,13017.0,12653.0,3.0,CITE DE TREVISE,9439,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0104,2.346417,48.874415
12290,2023-551267,2023-05-12,230000.0,Appartement,2.0,30.0,,1.0,,7667.0,35.0,VLA CURIAL,2493,75019.0,75119,Paris 19e Arrondissement,75,75119000AE0001,2.370769,48.890985
12292,2023-551268,2023-05-31,465000.0,Appartement,1.0,32.0,32.02,2.0,14522.0,14531.0,10.0,PL D ANVERS,0394,75009.0,75109,Paris 9e Arrondissement,75,75109000BC0124,2.344879,48.882453
12295,2023-551269,2023-05-31,1170000.0,Appartement,4.0,79.0,,4.0,,14810.0,76.0,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,75117000BU0034,2.301972,48.887249
12299,2023-551270,2023-05-26,271000.0,Appartement,0.0,30.0,29.95,2.0,9048.0,9033.0,4.0,RUE MASSILLON,6162,75004.0,75104,Paris 4e Arrondissement,75,75104000AW0036,2.350593,48.853594
12300,2023-551271,2023-05-26,497780.0,Appartement,0.0,38.0,36.79,2.0,13530.0,13099.0,24.0,RUE DE RIVOLI,8249,75004.0,75104,Paris 4e Arrondissement,75,75104000AM0002,2.358461,48.85602
12301,2023-551272,2023-05-10,78000.0,Appartement,0.0,12.0,13.05,1.0,5977.0,6500.0,11.0,RUE PIERRE BUDIN,7415,75018.0,75118,Paris 18e Arrondissement,75,75118000CF0198,2.352272,48.889587
12302,2023-551274,2023-06-06,3180000.0,Appartement,0.0,74.0,,4.0,,42973.0,217.0,RUE SAINT-HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,75101000AY0048,2.330343,48.865316
12303,2023-551275,2023-06-02,151002.0,Appartement,0.0,12.0,36.85,1.0,4098.0,12584.0,79.0,RUE DES MARTYRS,6147,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0137,2.339271,48.883147
12304,2023-551275,2023-06-02,314588.0,Appartement,0.0,25.0,36.85,2.0,8537.0,12584.0,79.0,RUE DES MARTYRS,6147,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0137,2.339271,48.883147
12305,2023-551276,2023-05-26,535000.0,Appartement,0.0,40.0,40.09,1.0,13345.0,13375.0,8.0,BD DE LA MADELEINE,5888,75009.0,75109,Paris 9e Arrondissement,75,75109000AR0064,2.326914,48.870127
12306,2023-551277,2023-05-16,390000.0,Appartement,1.0,38.0,38.75,2.0,10065.0,10263.0,10.0,RUE COURAT,2380,75020.0,75120,Paris 20e Arrondissement,75,75120000CY0074,2.405737,48.856997
12308,2023-551278,2023-06-01,405000.0,Appartement,0.0,30.0,35.75,1.0,11329.0,13500.0,1.0,RUE JEAN MERMOZ,4921,75008.0,75108,Paris 8e Arrondissement,75,75108000BH0046,2.310473,48.870036
12310,2023-551279,2023-05-30,15000.0,Appartement,1.0,44.0,,2.0,,341.0,98.0,RUE LAMARCK,5288,75018.0,75118,Paris 18e Arrondissement,75,75118000AV0027,2.336242,48.890597
12311,2023-551280,2023-06-01,135000.0,Appartement,2.0,13.0,,1.0,,10385.0,18.0,RUE BARON,0676,75017.0,75117,Paris 17e Arrondissement,75,75117000DN0014,2.323244,48.894892
12314,2023-551281,2023-05-15,511130.0,Appartement,1.0,64.0,,3.0,,7986.0,7.0,VLA DE GUELMA,4363,75018.0,75118,Paris 18e Arrondissement,75,75118000AR0063,2.337105,48.883397
12316,2023-551282,2023-06-06,452200.0,Appartement,1.0,40.0,42.92,2.0,10536.0,11305.0,18.0,RUE DE L ERMITAGE,3324,75020.0,75120,Paris 20e Arrondissement,75,75120000AP0107,2.391849,48.870471
12318,2023-551283,2023-05-16,795000.0,Appartement,1.0,62.0,62.48,3.0,12724.0,12823.0,115.0,RUE SAINT-DENIS,8525,75001.0,75101,Paris 1er Arrondissement,75,75101000AQ0093,2.349419,48.862844
12320,2023-551284,2023-05-30,843500.0,Appartement,0.0,44.0,,3.0,,19170.0,74.0,RUE DU TEMPLE,9191,75003.0,75103,Paris 3e Arrondissement,75,75103000AT0045,2.356734,48.861438
12324,2023-551287,2023-05-26,1770000.0,Appartement,1.0,122.0,,4.0,,14508.0,13.0,AV MAC MAHON,5878,75017.0,75117,Paris 17e Arrondissement,75,75117000AK0040,2.294226,48.876093
12325,2023-551288,2023-06-06,266500.0,Appartement,1.0,26.0,26.47,2.0,10068.0,10250.0,64.0,RUE RENNEQUIN,8149,75017.0,75117,Paris 17e Arrondissement,75,75117000BF0068,2.295004,48.884254
12328,2023-551290,2023-05-09,1330.0,Appartement,0.0,30.0,,1.0,,44.0,47.0,RUE PIERRE FONTAINE,3713,75009.0,75109,Paris 9e Arrondissement,75,75109000AD0112,2.33251,48.883323
12329,2023-551291,2023-05-09,2905.0,Appartement,0.0,50.0,,3.0,,58.0,47.0,RUE PIERRE FONTAINE,3713,75009.0,75109,Paris 9e Arrondissement,75,75109000AD0112,2.33251,48.883323
12330,2023-551293,2023-05-12,2625.0,Appartement,0.0,83.0,,3.0,,32.0,47.0,RUE PIERRE FONTAINE,3713,75009.0,75109,Paris 9e Arrondissement,75,75109000AD0112,2.33251,48.883323
12333,2023-551294,2023-05-31,5338300.0,Appartement,6.0,180.0,,5.0,,29657.0,5.0,RUE DE LA PERLE,7273,75003.0,75103,Paris 3e Arrondissement,75,75103000AP0018,2.361446,48.859365
12338,2023-551295,2023-05-09,1330.0,Appartement,0.0,45.0,,2.0,,30.0,47.0,RUE PIERRE FONTAINE,3713,75009.0,75109,Paris 9e Arrondissement,75,75109000AD0112,2.33251,48.883323
12339,2023-551296,2023-05-11,300000.0,Appartement,1.0,34.0,,2.0,,8824.0,5.0,AV GAMBETTA,3933,75020.0,75120,Paris 20e Arrondissement,75,75120000BZ0084,2.389148,48.863529
12342,2023-551297,2023-05-30,628000.0,Appartement,3.0,45.0,,2.0,,13956.0,63.0,PL DU DR F. LOBLIGEOIS,2828,75017.0,75117,Paris 17e Arrondissement,75,75117000CQ0001,2.318291,48.886246
12345,2023-551298,2023-06-06,294500.0,Appartement,0.0,34.0,35.11,1.0,8388.0,8662.0,43.0,RUE DES PRAIRIES,7785,75020.0,75120,Paris 20e Arrondissement,75,75120000CL0038,2.402014,48.862827
12346,2023-551299,2023-05-17,2745000.0,Appartement,2.0,275.0,,8.0,,9982.0,2.0,VLA NIEL,6774,75017.0,75117,Paris 17e Arrondissement,75,75117000AM0059,2.295814,48.881164
12349,2023-551300,2023-05-09,348125.0,Appartement,1.0,40.0,37.78,2.0,9215.0,8703.0,53.0,RUE POUCHET,7766,75017.0,75117,Paris 17e Arrondissement,75,75117000DO0009,2.320504,48.894634
12351,2023-551301,2023-06-06,359330.0,Appartement,1.0,48.0,,2.0,,7486.0,62.0,RUE DES PRAIRIES,7785,75020.0,75120,Paris 20e Arrondissement,75,75120000CI0073,2.401456,48.863836
12354,2023-551303,2023-04-28,630000.0,Appartement,1.0,56.0,,3.0,,11250.0,21.0,RUE PONCELET,7593,75017.0,75117,Paris 17e Arrondissement,75,75117000AL0067,2.297233,48.879442
12356,2023-551304,2023-05-15,3845000.0,Appartement,1.0,177.0,,4.0,,21723.0,21.0,QUAI DE BOURBON,1182,75004.0,75104,Paris 4e Arrondissement,75,75104000AW0074,2.354892,48.852877
12358,2023-551305,2023-06-05,95000.0,Appartement,0.0,7.0,7.15,1.0,13287.0,13571.0,33.0,PAS DU DESIR,2738,75010.0,75110,Paris 10e Arrondissement,75,75110000AR0040,2.355942,48.87357
12360,2023-551306,2023-05-25,402000.0,Appartement,1.0,49.0,50.52,2.0,7957.0,8204.0,7.0,RUE DES FETES,3628,75019.0,75119,Paris 19e Arrondissement,75,75119000EA0051,2.391798,48.875981
12361,2023-551308,2023-05-12,410000.0,Appartement,1.0,60.0,,2.0,,6833.0,21.0,RUE CHARLOT,1880,75003.0,75103,Paris 3e Arrondissement,75,75103000AI0115,2.361325,48.862146
12363,2023-551309,2023-05-24,69000.0,Appartement,0.0,7.0,,1.0,,9857.0,15.0,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,75117000CG0142,2.311981,48.887597
12364,2023-551311,2023-05-31,235000.0,Appartement,0.0,22.0,,2.0,,10682.0,72.0,RUE POUCHET,7766,75017.0,75117,Paris 17e Arrondissement,75,75117000DP0127,2.322442,48.89626
12365,2023-551312,2023-05-31,383500.0,Appartement,0.0,32.0,,2.0,,11984.0,30.0,RUE POISSONNIERE,7561,75002.0,75102,Paris 2e Arrondissement,75,75102000AO0076,2.348029,48.869811
12367,2023-551313,2023-06-07,407869.0,Appartement,1.0,59.0,,3.0,,6913.0,75.0,BD BARBES,0662,75018.0,75118,Paris 18e Arrondissement,75,75118000BV0098,2.349162,48.891187
12368,2023-551314,2023-05-12,415000.0,Appartement,0.0,45.0,,2.0,,9222.0,16.0,RUE STEPHENSON,9092,75018.0,75118,Paris 18e Arrondissement,75,75118000CJ0019,2.356921,48.886241
12369,2023-551315,2023-05-26,318000.0,Appartement,0.0,34.0,33.63,2.0,9456.0,9353.0,52.0,RUE DE PARADIS,7043,75010.0,75110,Paris 10e Arrondissement,75,75110000AO0038,2.349501,48.875908
12370,2023-551316,2023-06-07,880720.0,Appartement,0.0,63.0,,2.0,,13980.0,14.0,RUE RAMBUTEAU,8009,75003.0,75103,Paris 3e Arrondissement,75,75103000AT0069,2.355726,48.860615
12371,2023-551317,2023-05-24,90000.0,Appartement,0.0,9.0,,1.0,,10000.0,183.0,RUE DES PYRENEES,7904,75020.0,75120,Paris 20e Arrondissement,75,75120000CN0004,2.400008,48.860926
12372,2023-551318,2023-05-30,227000.0,Appartement,0.0,20.0,16.41,1.0,13833.0,11350.0,25.0,AV CARNOT,1556,75017.0,75117,Paris 17e Arrondissement,75,75117000AI0033,2.292205,48.87657
12373,2023-551319,2023-06-01,3000.0,Appartement,0.0,16.0,,1.0,,188.0,4.0,PL DE CLICHY,2115,75009.0,75109,Paris 9e Arrondissement,75,75109000AA0122,2.327967,48.883307
12374,2023-551322,2023-05-30,362900.0,Appartement,1.0,45.0,35.06,2.0,10351.0,8064.0,34.0,RUE D ARMAILLE,0446,75017.0,75117,Paris 17e Arrondissement,75,75117000AH0002,2.291204,48.878993
12376,2023-551323,2023-05-16,872667.0,Appartement,1.0,77.0,,3.0,,11333.0,58.0,RUE DES ALOUETTES,0222,75019.0,75119,Paris 19e Arrondissement,75,75119000EK0052,2.385964,48.879264
12378,2023-551323,2023-05-16,317333.0,Appartement,1.0,28.0,,1.0,,11333.0,58.0,RUE DES ALOUETTES,0222,75019.0,75119,Paris 19e Arrondissement,75,75119000EK0052,2.385964,48.879264
12381,2023-551324,2023-05-24,360000.0,Appartement,1.0,37.0,35.83,2.0,10047.0,9730.0,6.0,PAS DES MARAIS,5987,75010.0,75110,Paris 10e Arrondissement,75,75110000BD0050,2.361766,48.871903
12382,2023-551325,2023-06-05,310000.0,Appartement,0.0,29.0,31.41,2.0,9869.0,10690.0,7.0,CITE RIVERIN,8245,75010.0,75110,Paris 10e Arrondissement,75,75110000AY0017,2.358271,48.870415
12383,2023-551326,2023-06-02,250000.0,Appartement,1.0,50.0,42.05,2.0,5945.0,5000.0,23.0,AV JUNOT,5122,75018.0,75118,Paris 18e Arrondissement,75,75118000AT0087,2.335367,48.888302
12384,2023-551326,2023-06-02,250000.0,Appartement,1.0,50.0,,2.0,,5000.0,23.0,AV JUNOT,5122,75018.0,75118,Paris 18e Arrondissement,75,75118000AT0087,2.335367,48.888302
12387,2023-551327,2023-06-01,720000.0,Appartement,1.0,68.0,64.63,3.0,11140.0,10588.0,47.0,RUE GUERSANT,4376,75017.0,75117,Paris 17e Arrondissement,75,75117000AR0052,2.287541,48.882501
12389,2023-551328,2023-06-07,311500.0,Appartement,0.0,35.0,,2.0,,8900.0,60.0,RUE DE MEAUX,6236,75019.0,75119,Paris 19e Arrondissement,75,75119000ES0011,2.374916,48.881945
12391,2023-551330,2023-05-09,200625.0,Appartement,1.0,34.0,41.63,2.0,4819.0,5901.0,13.0,RUE LA CONDAMINE,5228,75017.0,75117,Paris 17e Arrondissement,75,75117000CN0013,2.324068,48.887339
12392,2023-551331,2023-05-24,204750.0,Appartement,0.0,19.0,19.5,2.0,10500.0,10776.0,14.0,RUE DE SEVIGNE,8953,75004.0,75104,Paris 4e Arrondissement,75,75104000AN0050,2.362493,48.855939
12395,2023-551333,2023-05-25,335000.0,Appartement,1.0,27.0,27.88,1.0,12016.0,12407.0,13.0,AV DE WAGRAM,9933,75017.0,75117,Paris 17e Arrondissement,75,75117000AK0091,2.295972,48.87582
12396,2023-551334,2023-05-31,635000.0,Appartement,0.0,64.0,69.03,4.0,9199.0,9922.0,166.0,RUE LA FAYETTE,5240,75010.0,75110,Paris 10e Arrondissement,75,75110000AI0039,2.358494,48.879519
12398,2023-551335,2023-05-16,585000.0,Appartement,1.0,60.0,62.97,3.0,9290.0,9750.0,50.0,RUE DU CHATEAU LANDON,1924,75010.0,75110,Paris 10e Arrondissement,75,75110000AF0092,2.364353,48.883373
12399,2023-551336,2023-05-23,288000.0,Appartement,0.0,30.0,23.52,2.0,12245.0,9600.0,83.0,RUE DE ROCHECHOUART,8289,75009.0,75109,Paris 9e Arrondissement,75,75109000BC0038,2.346408,48.88243
12401,2023-551338,2023-06-01,402600.0,Appartement,0.0,29.0,31.71,2.0,12696.0,13883.0,8.0,RUE LA GRANGE AUX BELLES,4293,75010.0,75110,Paris 10e Arrondissement,75,75110000BC0061,2.364732,48.873334
12403,2023-551339,2023-06-09,441775.0,Appartement,1.0,42.0,42.74,2.0,10336.0,10518.0,136.0,BD DE MAGENTA,5907,75010.0,75110,Paris 10e Arrondissement,75,75110000AB0025,2.352226,48.881062
12407,2023-551340,2023-05-31,465600.0,Appartement,3.0,56.0,51.05,2.0,9120.0,8314.0,21.0,RUE DE LA PLAINE,7508,75020.0,75120,Paris 20e Arrondissement,75,75120000DT0037,2.401669,48.850224
12408,2023-551341,2023-06-02,493000.0,Appartement,1.0,35.0,44.5,2.0,11079.0,14086.0,64.0,RUE DAMREMONT,2534,75018.0,75118,Paris 18e Arrondissement,75,75118000AV0155,2.334847,48.890769
12411,2023-551345,2023-05-30,520415.0,Appartement,0.0,40.0,43.77,2.0,11890.0,13010.0,1.0,RUE VICTOR LETALLE,9771,75020.0,75120,Paris 20e Arrondissement,75,75120000BX0036,2.385272,48.867415
12412,2023-551346,2023-05-16,241500.0,Appartement,1.0,32.0,32.22,1.0,7495.0,7547.0,67.0,RUE DE L AQUEDUC,0398,75010.0,75110,Paris 10e Arrondissement,75,75110000AF0021,2.366656,48.883933
12415,2023-551348,2023-06-09,360000.0,Appartement,0.0,30.0,31.69,2.0,11360.0,12000.0,14.0,RUE LA CONDAMINE,5228,75017.0,75117,Paris 17e Arrondissement,75,75117000DK0048,2.323594,48.887787
12417,2023-551349,2023-06-02,186322.0,Appartement,1.0,25.0,23.26,1.0,8010.0,7453.0,24.0,RUE DE L EVANGILE,3458,75018.0,75118,Paris 18e Arrondissement,75,75118000CZ0053,2.363247,48.89284
12419,2023-551350,2023-05-15,1246650.0,Appartement,1.0,75.0,88.34,3.0,14112.0,16622.0,88.0,AV DE VILLIERS,9841,75017.0,75117,Paris 17e Arrondissement,75,75117000BH0035,2.301676,48.884721
12421,2023-551352,2023-05-30,638000.0,Appartement,1.0,59.0,,3.0,,10814.0,13.0,BD DE ROCHECHOUART,8288,75009.0,75109,Paris 9e Arrondissement,75,75109000BC0057,2.347936,48.883113
12422,2023-551354,2023-06-05,480000.0,Appartement,0.0,42.0,43.21,2.0,11109.0,11429.0,23.0,RUE SAINTE APOLLINE,8538,75002.0,75102,Paris 2e Arrondissement,75,75102000AP0038,2.353069,48.868946
12423,2023-551355,2023-06-05,446011.0,Appartement,0.0,42.0,41.6,2.0,10721.0,10619.0,84.0,RUE NOTRE-DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,75103000AB0114,2.354294,48.868184
12424,2023-551356,2023-06-01,169000.0,Appartement,0.0,15.0,19.14,1.0,8830.0,11267.0,18.0,RUE CLAVEL,2092,75019.0,75119,Paris 19e Arrondissement,75,75119000EB0031,2.384054,48.87572
12425,2023-551357,2023-05-25,221000.0,Appartement,0.0,24.0,20.39,1.0,10839.0,9208.0,155.0,RUE ORDENER,6918,75018.0,75118,Paris 18e Arrondissement,75,75118000AW0009,2.338348,48.893137
12428,2023-551360,2023-05-11,730000.0,Appartement,0.0,125.0,126.07,3.0,5790.0,5840.0,131.0,RUE DE CLIGNANCOURT,2118,75018.0,75118,Paris 18e Arrondissement,75,75118000BF0097,2.348493,48.894072
12430,2023-551361,2023-05-26,624625.0,Appartement,1.0,60.0,55.85,2.0,11184.0,10410.0,32.0,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,75117000CD0028,2.307292,48.888023
12431,2023-551362,2023-06-08,524600.0,Appartement,1.0,80.0,50.1,3.0,10471.0,6558.0,7.0,RUE SORBIER,9029,75020.0,75120,Paris 20e Arrondissement,75,75120000BW0078,2.390389,48.868256
12433,2023-551363,2023-05-16,158800.0,Appartement,1.0,16.0,16.0,1.0,9925.0,9925.0,89.0,RUE DE L OURCQ,6980,75019.0,75119,Paris 19e Arrondissement,75,75119000AL0001,2.377122,48.892433
12435,2023-551365,2023-06-09,320000.0,Appartement,0.0,34.0,40.05,2.0,7990.0,9412.0,98.0,RUE LA FAYETTE,5240,75010.0,75110,Paris 10e Arrondissement,75,75110000AO0002,2.349588,48.877145
12436,2023-551366,2023-06-08,115000.0,Appartement,1.0,20.0,21.31,1.0,5397.0,5750.0,56.0,AV DE CLICHY,2112,75018.0,75118,Paris 18e Arrondissement,75,75118000AO0025,2.326173,48.887157
12438,2023-551367,2023-05-17,170000.0,Appartement,0.0,13.0,13.64,1.0,12463.0,13077.0,12.0,RUE DES SOLITAIRES,9017,75019.0,75119,Paris 19e Arrondissement,75,75119000EA0014,2.388738,48.876755
12440,2023-551368,2023-06-01,262000.0,Appartement,1.0,33.0,33.46,2.0,7830.0,7939.0,161.0,RUE DES PYRENEES,7904,75020.0,75120,Paris 20e Arrondissement,75,75120000CO0086,2.401326,48.859421
12442,2023-551369,2023-06-05,251500.0,Appartement,1.0,28.0,27.63,2.0,9102.0,8982.0,2.0,RUE BURNOUF,1390,75019.0,75119,Paris 19e Arrondissement,75,75119000EW0033,2.373951,48.875245
12444,2023-551371,2023-05-16,550000.0,Appartement,0.0,53.0,50.2,3.0,10956.0,10377.0,18.0,RUE AU MAIRE,5927,75003.0,75103,Paris 3e Arrondissement,75,75103000AE0150,2.356334,48.864762
12445,2023-551372,2023-05-30,415116.0,Appartement,1.0,42.0,,2.0,,9884.0,128.0,RUE DES COURONNES,2398,75020.0,75120,Paris 20e Arrondissement,75,75120000AL0066,2.389553,48.871953
12448,2023-551372,2023-05-30,434884.0,Appartement,1.0,44.0,83.76,2.0,5192.0,9884.0,128.0,RUE DES COURONNES,2398,75020.0,75120,Paris 20e Arrondissement,75,75120000AL0066,2.389553,48.871953
12450,2023-551373,2023-05-16,336500.0,Appartement,1.0,41.0,39.78,2.0,8459.0,8207.0,6.0,RUE DES LILAS,5683,75019.0,75119,Paris 19e Arrondissement,75,75119000DY0013,2.395964,48.878309
12451,2023-551374,2023-05-23,13500.0,Appartement,0.0,20.0,,1.0,,675.0,8.0,RUE DE PARADIS,7043,75010.0,75110,Paris 10e Arrondissement,75,75110000AP0060,2.354614,48.8748
12452,2023-551376,2023-05-10,571000.0,Appartement,0.0,66.0,66.71,3.0,8559.0,8652.0,103.0,BD DE MAGENTA,5907,75010.0,75110,Paris 10e Arrondissement,75,75110000AN0036,2.353445,48.878729
12454,2023-551377,2023-05-12,708342.0,Appartement,1.0,50.0,51.72,2.0,13696.0,14167.0,16.0,RUE REMY DE GOURMONT,8124,75019.0,75119,Paris 19e Arrondissement,75,75119000EV0124,2.376908,48.877536
12455,2023-551378,2023-06-08,584800.0,Appartement,0.0,59.0,59.04,3.0,9905.0,9912.0,16.0,RUE DE CHABROL,1676,75010.0,75110,Paris 10e Arrondissement,75,75110000AL0064,2.354202,48.876982
12457,2023-551380,2023-05-11,92500.0,Appartement,0.0,10.0,9.7,1.0,9536.0,9250.0,14.0,RUE SAINTE FOY,8561,75002.0,75102,Paris 2e Arrondissement,75,75102000AP0125,2.351252,48.868493
12458,2023-551381,2023-05-31,1719500.0,Appartement,1.0,100.0,102.6,3.0,16759.0,17195.0,10.0,RUE DE SAINT-SENOCH,8758,75017.0,75117,Paris 17e Arrondissement,75,75117000AP0062,2.293703,48.881576
12461,2023-551382,2023-06-06,325000.0,Appartement,1.0,35.0,33.34,2.0,9748.0,9286.0,184.0,RUE LEGENDRE,5473,75017.0,75117,Paris 17e Arrondissement,75,75117000DM0144,2.326277,48.891669
12462,2023-551383,2023-06-06,180000.0,Appartement,0.0,20.0,16.43,1.0,10956.0,9000.0,29.0,RUE DE LA LUNE,5850,75002.0,75102,Paris 2e Arrondissement,75,75102000AO0057,2.349336,48.869713
12464,2023-551385,2023-05-12,122000.0,Appartement,0.0,18.0,12.79,1.0,9539.0,6778.0,96.0,AV DE SAINT OUEN,8718,75018.0,75118,Paris 18e Arrondissement,75,75118000AH0003,2.328032,48.89369
12466,2023-551386,2023-05-31,2100000.0,Appartement,1.0,150.0,151.03,4.0,13905.0,14000.0,44.0,AV DE LA GRANDE ARMEE,4271,75017.0,75117,Paris 17e Arrondissement,75,75117000AF0068,2.288266,48.876465
12468,2023-551387,2023-05-22,1100000.0,Appartement,1.0,88.0,90.38,4.0,12171.0,12500.0,78.0,RUE NOTRE-DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,75103000AB0111,2.354681,48.86807
12473,2023-551391,2023-05-31,315000.0,Appartement,1.0,40.0,35.61,2.0,8846.0,7875.0,22.0,RUE DE LA DHUIS,2786,75020.0,75120,Paris 20e Arrondissement,75,75120000BM0123,2.404779,48.868246
12475,2023-551392,2023-06-08,524850.0,Appartement,1.0,51.0,51.12,3.0,10267.0,10291.0,9.0,RUE DAUTANCOURT,2597,75017.0,75117,Paris 17e Arrondissement,75,75117000DL0107,2.323736,48.88941
12476,2023-551393,2023-05-30,388745.0,Appartement,1.0,35.0,36.35,2.0,10694.0,11107.0,192.0,RUE LA FAYETTE,5240,75010.0,75110,Paris 10e Arrondissement,75,75110000AG0032,2.363817,48.880739
12479,2023-551394,2023-06-05,675200.0,Appartement,1.0,62.0,68.85,3.0,9807.0,10890.0,1.0,RUE DU SURMELIN,9132,75020.0,75120,Paris 20e Arrondissement,75,75120000BM0035,2.401894,48.868257
12481,2023-551395,2023-05-30,422000.0,Appartement,1.0,87.0,88.01,4.0,4795.0,4851.0,203.0,RUE ORDENER,6918,75018.0,75118,Paris 18e Arrondissement,75,75118000AI0034,2.333727,48.893556
12482,2023-551396,2023-06-12,231060.0,Appartement,1.0,41.0,43.42,2.0,5322.0,5636.0,3.0,RUE JUSTE METIVIER,5132,75018.0,75118,Paris 18e Arrondissement,75,75118000AT0065,2.335368,48.889188
12484,2023-551397,2023-06-02,367500.0,Appartement,2.0,46.0,44.91,2.0,8183.0,7989.0,33.0,RUE DES LILAS,5683,75019.0,75119,Paris 19e Arrondissement,75,75119000DK0088,2.396286,48.880005
12488,2023-551398,2023-06-02,160000.0,Appartement,1.0,38.0,39.54,2.0,4047.0,4211.0,1.0,RUE DE L ENCHEVAL,3278,75019.0,75119,Paris 19e Arrondissement,75,75119000DI0367,2.388587,48.879279
12489,2023-551399,2023-05-15,205200.0,Appartement,1.0,20.0,,2.0,,10260.0,26.0,RUE DES POISSONNIERS,7564,75018.0,75118,Paris 18e Arrondissement,75,75118000CG0004,2.351357,48.887455
12496,2023-551401,2023-05-30,276000.0,Appartement,2.0,44.0,,2.0,,6273.0,55.0,BD SERURIER,8939,75019.0,75119,Paris 19e Arrondissement,75,75119000DT0086,2.402446,48.877952
12498,2023-551403,2023-05-16,215000.0,Appartement,0.0,19.0,,1.0,,11316.0,25.0,RUE DE CHEROY,1984,75017.0,75117,Paris 17e Arrondissement,75,75117000CK0064,2.318095,48.882853
12500,2023-551404,2023-05-23,1153657.0,Appartement,2.0,102.0,,4.0,,11310.0,16.0,RUE COMMINES,2249,75003.0,75103,Paris 3e Arrondissement,75,75103000AK0021,2.366276,48.862024
12503,2023-551406,2023-06-06,661150.0,Appartement,1.0,56.0,,2.0,,11806.0,154.0,RUE CARDINET,1550,75017.0,75117,Paris 17e Arrondissement,75,75117000CS0012,2.316193,48.888881
12505,2023-551407,2023-05-31,177000.0,Appartement,0.0,30.0,,2.0,,5900.0,14.0,RUE SAINTE MARTHE,8583,75010.0,75110,Paris 10e Arrondissement,75,75110000BL0213,2.370858,48.873372
12506,2023-551408,2023-05-31,428110.0,Appartement,0.0,36.0,42.51,2.0,10071.0,11892.0,5.0,RUE JEAN LECLAIRE,4907,75017.0,75117,Paris 17e Arrondissement,75,75117000DN0067,2.325247,48.893921
