,id_mutation,date_mutation,prix,type_local,nombre_dependances,surface_reelle_bati,surface_carrez,nombre_pieces_principales,prix_au_m2_carrez,prix_au_m2_reel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
12507,2023-551409,2023-06-06,25000.0,Appartement,0.0,26.0,25.32,1.0,987.0,962.0,10.0,PAS DAUNAY,2589,75018.0,75118,Paris 18e Arrondissement,75,75118000AH0075,2.328953,48.895087
12508,2023-551410,2023-05-30,1484500.0,Appartement,2.0,99.0,,5.0,,14995.0,85.0,AV DE WAGRAM,9933,75017.0,75117,Paris 17e Arrondissement,75,75117000BK0011,2.299672,48.880717
12511,2023-551412,2023-06-09,965000.0,Appartement,1.0,85.0,,3.0,,11353.0,25.0,RUE CONDORCET,2268,75009.0,75109,Paris 9e Arrondissement,75,75109000BA0052,2.34519,48.879734
12513,2023-551413,2023-05-26,398000.0,Appartement,0.0,28.0,29.76,2.0,13374.0,14214.0,19.0,RUE DE PENTHIEVRE,7237,75008.0,75108,Paris 8e Arrondissement,75,75108000BM0001,2.316261,48.872774
12514,2023-551414,2023-06-12,440000.0,Appartement,1.0,46.0,46.74,3.0,9414.0,9565.0,12.0,RUE CIVIALE,2059,75010.0,75110,Paris 10e Arrondissement,75,75110000BK0037,2.375302,48.873016
12517,2023-551416,2023-06-01,480000.0,Appartement,1.0,42.0,,2.0,,11429.0,18.0,RUE FOURCROY,3767,75017.0,75117,Paris 17e Arrondissement,75,75117000AM0046,2.298357,48.880893
12518,2023-551417,2023-06-02,462272.0,Appartement,2.0,64.0,,3.0,,7223.0,40.0,RUE D HAUTPOUL,4502,75019.0,75119,Paris 19e Arrondissement,75,75119000CW0015,2.388699,48.883747
12521,2023-551419,2023-05-24,659376.0,Appartement,0.0,64.0,24.1,3.0,27360.0,10303.0,7.0,RUE DES FONTAINES DU TEMPLE,3723,75003.0,75103,Paris 3e Arrondissement,75,75103000AE0028,2.359272,48.865493
12523,2023-551419,2023-05-24,463624.0,Appartement,1.0,45.0,111.15,3.0,4171.0,10303.0,7.0,RUE DES FONTAINES DU TEMPLE,3723,75003.0,75103,Paris 3e Arrondissement,75,75103000AE0028,2.359272,48.865493
12525,2023-551420,2023-06-02,920000.0,Appartement,1.0,110.0,,4.0,,8364.0,57.0,BD DE STRASBOURG,9100,75010.0,75110,Paris 10e Arrondissement,75,75110000AR0045,2.355921,48.873079
12526,2023-551421,2023-06-09,1858100.0,Appartement,3.0,140.0,,4.0,,13272.0,95.0,RUE DE PRONY,7853,75017.0,75117,Paris 17e Arrondissement,75,75117000BG0063,2.299383,48.883968
12530,2023-551423,2023-06-02,1122624.0,Appartement,0.0,87.0,94.93,4.0,11826.0,12904.0,19.0,RUE DE ROME,8339,75008.0,75108,Paris 8e Arrondissement,75,75108000BV0016,2.323359,48.876107
12531,2023-551424,2023-05-25,239285.0,Appartement,0.0,20.0,20.3,1.0,11787.0,11964.0,8.0,RUE DU MONT-DORE,6469,75017.0,75117,Paris 17e Arrondissement,75,75117000CL0088,2.323217,48.883225
12532,2023-551425,2023-06-08,139000.0,Appartement,1.0,18.0,,1.0,,7722.0,101.0,AV JEAN JAURES,4903,75019.0,75119,Paris 19e Arrondissement,75,75119000AX0015,2.380333,48.885697
12535,2023-551426,2023-05-23,497400.0,Appartement,1.0,51.0,56.94,2.0,8736.0,9753.0,13.0,RUE DE LA TOUR DES DAMES,9369,75009.0,75109,Paris 9e Arrondissement,75,75109000AH0003,2.33254,48.8776
12536,2023-551427,2023-05-31,340000.0,Appartement,0.0,36.0,36.24,1.0,9382.0,9444.0,128.0,RUE LEGENDRE,5473,75017.0,75117,Paris 17e Arrondissement,75,75117000DK0100,2.322435,48.888709
12537,2023-551428,2023-06-02,417500.0,Appartement,1.0,29.0,,1.0,,14397.0,108.0,RUE LEMERCIER,5503,75017.0,75117,Paris 17e Arrondissement,75,75117000DI0202,2.318047,48.890514
12539,2023-551430,2023-05-31,215600.0,Appartement,0.0,15.0,,2.0,,14373.0,35.0,RUE AU MAIRE,5927,75003.0,75103,Paris 3e Arrondissement,75,75103000AE0103,2.355733,48.864537
12540,2023-551431,2023-06-06,1237300.0,Appartement,1.0,82.0,,4.0,,15089.0,42.0,RUE DE MAUBEUGE,6183,75009.0,75109,Paris 9e Arrondissement,75,75109000AZ0089,2.344502,48.877879
12544,2023-551433,2023-05-31,230000.0,Appartement,1.0,26.0,,1.0,,8846.0,19.0,QUAI DE L OISE,6879,75019.0,75119,Paris 19e Arrondissement,75,75119000BH0047,2.383843,48.891272
12545,2023-551434,2023-06-02,341000.0,Appartement,1.0,39.0,46.4,2.0,7349.0,8744.0,56.0,AV SIMON BOLIVAR,8978,75019.0,75119,Paris 19e Arrondissement,75,75119000EV0038,2.377866,48.876655
12548,2023-551435,2023-05-31,386000.0,Appartement,1.0,50.0,,3.0,,7720.0,86.0,RUE DAVID D ANGERS,2601,75019.0,75119,Paris 19e Arrondissement,75,75119000DK0066,2.396542,48.881065
12549,2023-551436,2023-06-09,660000.0,Appartement,1.0,40.0,,2.0,,16500.0,52.0,RUE DE CHABROL,1676,75010.0,75110,Paris 10e Arrondissement,75,75110000AN0057,2.35057,48.877407
12551,2023-551437,2023-05-17,241400.0,Appartement,0.0,27.0,23.75,2.0,10164.0,8941.0,49.0,RUE DE ROCHECHOUART,8289,75009.0,75109,Paris 9e Arrondissement,75,75109000BA0059,2.345011,48.879296
12553,2023-551438,2023-05-30,380000.0,Appartement,1.0,40.0,39.78,2.0,9553.0,9500.0,22.0,RUE EUGENE VARLIN,3442,75010.0,75110,Paris 10e Arrondissement,75,75110000BW0048,2.363433,48.879181
12554,2023-551439,2023-05-31,535000.0,Appartement,0.0,61.0,59.25,3.0,9030.0,8770.0,20.0,RUE HEGESIPPE MOREAU,4519,75018.0,75118,Paris 18e Arrondissement,75,75118000AO0001,2.327692,48.887317
12555,2023-551440,2023-05-22,100000.0,Appartement,0.0,23.0,15.05,1.0,6645.0,4348.0,8.0,RUE MAZAGRAN,6226,75010.0,75110,Paris 10e Arrondissement,75,75110000AW0096,2.351653,48.870402
12556,2023-551441,2023-05-24,320000.0,Appartement,0.0,40.0,42.89,1.0,7461.0,8000.0,11.0,RUE LESAGE,5612,75020.0,75120,Paris 20e Arrondissement,75,75120000AA0085,2.381388,48.872742
12557,2023-551442,2023-06-02,650000.0,Appartement,0.0,47.0,51.15,2.0,12708.0,13830.0,4.0,RUE DU MARCHE ST HONORE,6034,75001.0,75101,Paris 1er Arrondissement,75,75101000AY0053,2.331276,48.865657
12558,2023-551444,2023-05-30,582000.0,Appartement,1.0,42.0,,2.0,,13857.0,4.0,RUE DU FIGUIER,3640,75004.0,75104,Paris 4e Arrondissement,75,75104000AL0003,2.359265,48.853715
12561,2023-551445,2023-06-02,453400.0,Appartement,1.0,50.0,,2.0,,9068.0,41.0,RUE D ALSACE,0249,75010.0,75110,Paris 10e Arrondissement,75,75110000AJ0022,2.358423,48.879065
12563,2023-551446,2023-06-05,700000.0,Appartement,1.0,98.0,,2.0,,7143.0,134.0,RUE DU FBG ST MARTIN,3522,75010.0,75110,Paris 10e Arrondissement,75,75110000BB0031,2.359275,48.874537
12566,2023-551449,2023-05-31,320500.0,Appartement,1.0,61.0,59.85,3.0,5355.0,5254.0,61.0,RUE DU POTEAU,7755,75018.0,75118,Paris 18e Arrondissement,75,75118000AX0107,2.339883,48.894711
12568,2023-551450,2023-05-26,792000.0,Appartement,3.0,91.0,,4.0,,8703.0,21.0,PAS GAMBETTA,3934,75020.0,75120,Paris 20e Arrondissement,75,75120000AW0084,2.401146,48.872822
12572,2023-551451,2023-06-07,342000.0,Appartement,0.0,29.0,28.43,1.0,12030.0,11793.0,3.0,RUE ELZEVIR,3196,75003.0,75103,Paris 3e Arrondissement,75,75103000AO0021,2.360996,48.858013
12576,2023-551454,2023-06-07,380393.0,Appartement,2.0,61.0,,3.0,,6236.0,100.0,RUE BLANCHE,1009,75009.0,75109,Paris 9e Arrondissement,75,75109000AD0108,2.332478,48.883142
12577,2023-551454,2023-06-07,174607.0,Appartement,1.0,28.0,,2.0,,6236.0,100.0,RUE BLANCHE,1009,75009.0,75109,Paris 9e Arrondissement,75,75109000AD0108,2.332478,48.883142
12581,2023-551455,2023-06-07,1900000.0,Appartement,2.0,140.0,144.21,5.0,13175.0,13571.0,43.0,BD HENRI IV,4583,75004.0,75104,Paris 4e Arrondissement,75,75104000AP0031,2.367049,48.852796
12583,2023-551456,2023-05-26,1450000.0,Appartement,2.0,142.0,143.04,6.0,10137.0,10211.0,4.0,RUE ALBERT SAMAIN,0128,75017.0,75117,Paris 17e Arrondissement,75,75117000BC0015,2.294656,48.886659
12586,2023-551457,2023-05-26,260000.0,Appartement,0.0,25.0,,1.0,,10400.0,11.0,RUE HEROLD,4619,75001.0,75101,Paris 1er Arrondissement,75,75101000AR0011,2.341334,48.864943
12588,2023-551459,2023-05-24,680000.0,Appartement,1.0,140.0,39.81,3.0,17081.0,4857.0,23.0,RUE JEAN JACQUES ROUSSEAU,4901,75001.0,75101,Paris 1er Arrondissement,75,75101000AS0005,2.340887,48.862894
12589,2023-551460,2023-06-07,314450.0,Appartement,1.0,30.0,29.67,2.0,10598.0,10482.0,38.0,RUE RENNEQUIN,8149,75017.0,75117,Paris 17e Arrondissement,75,75117000BJ0004,2.29761,48.882393
12591,2023-551461,2023-05-22,457000.0,Appartement,1.0,35.0,38.02,2.0,12020.0,13057.0,17.0,RUE LAURENCE SAVART,5395,75020.0,75120,Paris 20e Arrondissement,75,75120000BV0018,2.393384,48.868177
12594,2023-551462,2023-06-05,1400000.0,Appartement,1.0,110.0,,5.0,,12727.0,46.0,RUE LA BRUYERE,5211,75009.0,75109,Paris 9e Arrondissement,75,75109000AC0134,2.332618,48.879957
12595,2023-551463,2023-05-26,355000.0,Appartement,0.0,37.0,37.94,2.0,9357.0,9595.0,30.0,AV MATHURIN MOREAU,6172,75019.0,75119,Paris 19e Arrondissement,75,75119000EV0061,2.37487,48.878189
12597,2023-551464,2023-06-02,450000.0,Appartement,1.0,40.0,39.0,2.0,11538.0,11250.0,18.0,RUE BACHELET,0624,75018.0,75118,Paris 18e Arrondissement,75,75118000BL0084,2.344971,48.888853
12598,2023-551465,2023-06-08,108429.0,Appartement,0.0,11.0,,1.0,,9857.0,30.0,RUE BICHAT,0952,75010.0,75110,Paris 10e Arrondissement,75,75110000BJ0051,2.368573,48.871208
12599,2023-551465,2023-06-08,236571.0,Appartement,0.0,24.0,36.04,1.0,6564.0,9857.0,30.0,RUE BICHAT,0952,75010.0,75110,Paris 10e Arrondissement,75,75110000BJ0051,2.368573,48.871208
12601,2023-551466,2023-06-12,241000.0,Appartement,2.0,40.0,48.64,2.0,4955.0,6025.0,14.0,BD DE LA CHAPELLE,1765,75018.0,75118,Paris 18e Arrondissement,75,75118000DF0034,2.363817,48.884993
12603,2023-551467,2023-06-09,221780.0,Appartement,0.0,24.0,23.03,1.0,9630.0,9241.0,14.0,RUE LAPEYRERE,5338,75018.0,75118,Paris 18e Arrondissement,75,75118000BI0028,2.343415,48.892284
12605,2023-551469,2023-05-23,340000.0,Appartement,1.0,43.0,44.15,2.0,7701.0,7907.0,35.0,RUE MARX DORMOY,6149,75018.0,75118,Paris 18e Arrondissement,75,75118000CJ0035,2.359036,48.887054
12607,2023-551472,2023-06-07,42000.0,Appartement,0.0,12.0,12.0,1.0,3500.0,3500.0,25.0,RUE DES VINAIGRIERS,9848,75010.0,75110,Paris 10e Arrondissement,75,75110000BC0032,2.36283,48.872893
12609,2023-551473,2023-06-08,1550800.0,Appartement,1.0,85.0,,4.0,,18245.0,6.0,RUE BACHAUMONT,0622,75002.0,75102,Paris 2e Arrondissement,75,75102000AK0016,2.346365,48.866152
12611,2023-551474,2023-06-06,220000.0,Appartement,1.0,22.0,21.61,1.0,10180.0,10000.0,51.0,RUE POUCHET,7766,75017.0,75117,Paris 17e Arrondissement,75,75117000DO0008,2.320581,48.89443
12613,2023-551476,2023-06-06,1080000.0,Appartement,0.0,83.0,,4.0,,13012.0,1.0,RUE DE PARADIS,7043,75010.0,75110,Paris 10e Arrondissement,75,75110000AR0028,2.354833,48.874301
12615,2023-551478,2023-06-12,565000.0,Appartement,1.0,51.0,,3.0,,11078.0,196.0,RUE LEGENDRE,5473,75017.0,75117,Paris 17e Arrondissement,75,75117000DM0116,2.326743,48.89225
12618,2023-551481,2023-06-07,545000.0,Appartement,2.0,48.0,,2.0,,11354.0,33.0,RUE DE CHAZELLES,1959,75017.0,75117,Paris 17e Arrondissement,75,75117000BL0030,2.305323,48.880806
12620,2023-551482,2023-06-01,238500.0,Appartement,0.0,21.0,27.55,2.0,8657.0,11357.0,153.0,RUE DE CRIMEE,2443,75019.0,75119,Paris 19e Arrondissement,75,75119000AY0040,2.37998,48.887562
12621,2023-551483,2023-06-06,115000.0,Appartement,0.0,28.0,,2.0,,4107.0,5.0,RUE DE CALAIS,1434,75009.0,75109,Paris 9e Arrondissement,75,75109000AA0069,2.331316,48.882125
12624,2023-551485,2023-06-01,916900.0,Appartement,1.0,96.0,96.96,3.0,9456.0,9551.0,19.0,RUE DE L AQUEDUC,0398,75010.0,75110,Paris 10e Arrondissement,75,75110000AI0003,2.359516,48.880516
12625,2023-551486,2023-05-24,335000.0,Appartement,2.0,41.0,44.3,2.0,7562.0,8171.0,85.0,RUE PETIT,7314,75019.0,75119,Paris 19e Arrondissement,75,75119000CY0118,2.391326,48.886402
12630,2023-551487,2023-05-31,651917.0,Appartement,0.0,70.0,,3.0,,9313.0,20.0,CITE DE TREVISE,9439,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0098,2.347208,48.875228
12631,2023-551487,2023-05-31,158323.0,Appartement,0.0,17.0,,1.0,,9313.0,20.0,CITE DE TREVISE,9439,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0098,2.347208,48.875228
12632,2023-551488,2023-05-23,282000.0,Appartement,0.0,26.0,26.84,1.0,10507.0,10846.0,4.0,PAS DE MELUN,6259,75019.0,75119,Paris 19e Arrondissement,75,75119000AV0111,2.37577,48.883701
12635,2023-551490,2023-06-07,552000.0,Appartement,3.0,65.0,66.72,2.0,8273.0,8492.0,17.0,RUE DE LA PLAINE,7508,75020.0,75120,Paris 20e Arrondissement,75,75120000DT0038,2.401218,48.850516
12641,2023-551494,2023-06-13,500000.0,Appartement,3.0,43.0,43.97,2.0,11371.0,11628.0,7.0,QUAI DE L OISE,6879,75019.0,75119,Paris 19e Arrondissement,75,75119000AM0036,2.381457,48.890078
12645,2023-551495,2023-05-31,1350000.0,Appartement,1.0,110.0,114.9,5.0,11749.0,12273.0,27.0,RUE DE LIEGE,5665,75008.0,75108,Paris 8e Arrondissement,75,75108000BY0012,2.326249,48.879207
12647,2023-551496,2023-06-02,405000.0,Appartement,0.0,40.0,53.93,2.0,7510.0,10125.0,7.0,RUE DE LA MICHODIERE,5302,75002.0,75102,Paris 2e Arrondissement,75,75102000AC0070,2.334428,48.869458
12649,2023-551497,2023-05-31,393800.0,Appartement,1.0,50.0,46.97,3.0,8384.0,7876.0,7.0,RUE DES FETES,3628,75019.0,75119,Paris 19e Arrondissement,75,75119000EA0051,2.391798,48.875981
12651,2023-551498,2023-05-17,870000.0,Appartement,1.0,59.0,71.36,3.0,12192.0,14746.0,36.0,RUE GUY MOQUET,4440,75017.0,75117,Paris 17e Arrondissement,75,75117000DM0179,2.323535,48.89198
12653,2023-551499,2023-06-08,367500.0,Appartement,2.0,36.0,37.51,3.0,9797.0,10208.0,21.0,RUE PAUL DE KOCK,7137,75019.0,75119,Paris 19e Arrondissement,75,75119000DV0163,2.398661,48.87759
12657,2023-551501,2023-06-08,1839000.0,Appartement,2.0,135.0,135.73,4.0,13549.0,13622.0,49.0,RUE SAINT-GEORGES,8617,75009.0,75109,Paris 9e Arrondissement,75,75109000AH0069,2.337179,48.877992
12659,2023-551502,2023-06-07,310000.0,Appartement,0.0,48.0,37.58,2.0,8249.0,6458.0,30.0,RUE STEPHENSON,9092,75018.0,75118,Paris 18e Arrondissement,75,75118000CJ0013,2.356813,48.887045
12661,2023-551503,2023-05-16,326000.0,Appartement,1.0,44.0,39.74,2.0,8203.0,7409.0,46.0,RUE VITRUVE,9888,75020.0,75120,Paris 20e Arrondissement,75,75120000CY0125,2.404918,48.858104
12664,2023-551506,2023-05-30,2020000.0,Appartement,1.0,145.0,137.7,4.0,14670.0,13931.0,13.0,RUE D AUMALE,0572,75009.0,75109,Paris 9e Arrondissement,75,75109000AH0076,2.336025,48.877848
12665,2023-551507,2023-06-08,625000.0,Appartement,1.0,75.0,75.09,4.0,8323.0,8333.0,6.0,RUE JOSEPH KOSMA,5017,75019.0,75119,Paris 19e Arrondissement,75,75119000BB0035,2.386248,48.88932
12668,2023-551508,2023-05-31,20000.0,Appartement,1.0,60.0,,3.0,,333.0,18.0,RUE DE MIROMESNIL,6387,75008.0,75108,Paris 8e Arrondissement,75,75108000BM0005,2.31666,48.872583
12670,2023-551509,2023-05-31,305000.0,Appartement,1.0,25.0,28.59,1.0,10668.0,12200.0,61.0,RUE DU POTEAU,7755,75018.0,75118,Paris 18e Arrondissement,75,75118000AX0107,2.339883,48.894711
12671,2023-551510,2023-05-25,385000.0,Appartement,1.0,34.0,34.02,1.0,11317.0,11324.0,12.0,RUE DE GRANGE BATELIERE,4295,75009.0,75109,Paris 9e Arrondissement,75,75109000AU0040,2.341681,48.873391
12675,2023-551512,2023-05-26,2414504.0,Appartement,2.0,144.0,182.29,5.0,13245.0,16767.0,46.0,QUAI HENRI IV,4586,75004.0,75104,Paris 4e Arrondissement,75,75104000AT0011,2.361794,48.850359
12678,2023-551513,2023-06-12,185000.0,Appartement,1.0,22.0,16.29,1.0,11357.0,8409.0,3.0,RUE JOUFFROY D'ABBANS,5031,75017.0,75117,Paris 17e Arrondissement,75,75117000CG0155,2.313282,48.886966
12679,2023-551514,2023-05-23,95000.0,Appartement,0.0,23.0,12.51,2.0,7594.0,4130.0,9.0,RUE DE CHABROL,1676,75010.0,75110,Paris 10e Arrondissement,75,75110000AP0034,2.35504,48.87634
12680,2023-551515,2023-05-25,240000.0,Appartement,1.0,20.0,,1.0,,12000.0,68.0,RUE JEAN JACQUES ROUSSEAU,4901,75001.0,75101,Paris 1er Arrondissement,75,75101000AR0084,2.344361,48.86419
12683,2023-551517,2023-05-22,314530.0,Appartement,1.0,36.0,,2.0,,8737.0,1.0,RUE PIXERECOURT,7504,75020.0,75120,Paris 20e Arrondissement,75,75120000AR0069,2.394878,48.870454
12685,2023-551518,2023-06-06,312850.0,Appartement,1.0,31.0,31.05,1.0,10076.0,10092.0,73.0,RUE VILLIERS ISLE ADAM,9844,75020.0,75120,Paris 20e Arrondissement,75,75120000BV0134,2.396953,48.8684
12688,2023-551519,2023-06-01,343000.0,Appartement,1.0,37.0,37.4,3.0,9171.0,9270.0,10.0,RUE JOSEPH DIJON,5012,75018.0,75118,Paris 18e Arrondissement,75,75118000BF0137,2.346837,48.894136
12689,2023-551520,2023-06-08,183000.0,Appartement,0.0,32.0,,2.0,,5719.0,17.0,RUE JACQUES KABLE,4794,75018.0,75118,Paris 18e Arrondissement,75,75118000DF0051,2.361478,48.885994
12690,2023-551521,2023-05-17,260000.0,Appartement,0.0,28.0,27.95,1.0,9302.0,9286.0,20.0,RUE DU TERRAGE,9207,75010.0,75110,Paris 10e Arrondissement,75,75110000BS0015,2.362699,48.877845
12694,2023-551523,2023-04-26,210000.0,Appartement,1.0,30.0,29.34,1.0,7157.0,7000.0,10.0,RUE DE LA JUSTICE,5134,75020.0,75120,Paris 20e Arrondissement,75,75120000BN0014,2.406894,48.869362
12695,2023-551524,2023-05-22,150000.0,Appartement,0.0,9.0,11.53,1.0,13010.0,16667.0,22.0,RUE JEAN-BAPTISTE PIGALLE,7484,75009.0,75109,Paris 9e Arrondissement,75,75109000AI0039,2.33363,48.87903
12697,2023-551525,2023-05-15,288700.0,Appartement,1.0,29.0,26.0,2.0,11104.0,9955.0,2.0,RUE BRIQUET,1303,75018.0,75118,Paris 18e Arrondissement,75,75118000BR0075,2.344279,48.883502
12698,2023-551526,2023-06-05,95000.0,Appartement,0.0,12.0,,1.0,,7917.0,21.0,AV NIEL,6773,75017.0,75117,Paris 17e Arrondissement,75,75117000AO0056,2.294701,48.880607
12699,2023-551527,2023-06-12,465600.0,Appartement,1.0,50.0,50.21,2.0,9273.0,9312.0,78.0,RUE DE L AQUEDUC,0398,75010.0,75110,Paris 10e Arrondissement,75,75110000AF0027,2.367238,48.883445
12701,2023-551528,2023-06-01,165000.0,Appartement,1.0,19.0,17.27,1.0,9554.0,8684.0,109.0,RUE MANIN,5976,75019.0,75119,Paris 19e Arrondissement,75,75119000CW0018,2.388373,48.883477
12703,2023-551529,2023-05-31,85000.0,Appartement,0.0,60.0,,2.0,,1417.0,15.0,RUE SAULNIER,8836,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0181,2.344089,48.875062
12705,2023-551530,2023-06-01,650000.0,Appartement,3.0,70.0,,2.0,,9286.0,11.0,RUE BREMONTIER,1269,75017.0,75117,Paris 17e Arrondissement,75,75117000BI0034,2.303531,48.884621
12708,2023-551531,2023-06-06,410900.0,Appartement,0.0,42.0,,2.0,,9783.0,13.0,RUE TESSON,9222,75010.0,75110,Paris 10e Arrondissement,75,75110000BJ0093,2.371765,48.871336
12709,2023-551532,2023-06-08,275000.0,Appartement,1.0,27.0,,2.0,,10185.0,77.0,RUE ORDENER,6918,75018.0,75118,Paris 18e Arrondissement,75,75118000BV0102,2.348867,48.891497
12711,2023-551533,2023-06-02,285000.0,Appartement,0.0,32.0,,2.0,,8906.0,139.0,AV DE VILLIERS,9841,75017.0,75117,Paris 17e Arrondissement,75,75117000AX0078,2.292867,48.885271
12713,2023-551534,2023-05-16,213000.0,Appartement,1.0,31.0,27.26,2.0,7814.0,6871.0,99.0,RUE DE CLIGNANCOURT,2118,75018.0,75118,Paris 18e Arrondissement,75,75118000BJ0064,2.348235,48.891175
12714,2023-551536,2023-06-09,245000.0,Appartement,0.0,30.0,29.05,2.0,8434.0,8167.0,11.0,RUE ORFILA,6924,75020.0,75120,Paris 20e Arrondissement,75,75120000CC0078,2.395193,48.865921
12715,2023-551538,2023-05-31,879620.0,Appartement,1.0,69.0,69.69,3.0,12622.0,12748.0,6.0,RUE DE LA BOURSE,1217,75002.0,75102,Paris 2e Arrondissement,75,75102000AF0017,2.339711,48.869583
12717,2023-551539,2023-05-17,540000.0,Appartement,1.0,56.0,57.95,2.0,9318.0,9643.0,59.0,RUE ARTHUR ROZIER,0481,75019.0,75119,Paris 19e Arrondissement,75,75119000DI0338,2.391115,48.879408
12720,2023-551540,2023-06-12,403000.0,Appartement,2.0,47.0,45.97,2.0,8767.0,8574.0,7.0,BD DAVOUT,2608,75020.0,75120,Paris 20e Arrondissement,75,75120000EC0021,2.410489,48.847924
12722,2023-551541,2023-06-09,770000.0,Appartement,0.0,67.0,67.57,3.0,11396.0,11493.0,17.0,RUE CHARLES V,1813,75004.0,75104,Paris 4e Arrondissement,75,75104000AQ0093,2.362224,48.85293
12723,2023-551542,2023-06-07,204760.0,Appartement,1.0,31.0,31.26,1.0,6550.0,6605.0,51.0,RUE DES BOIS,1063,75019.0,75119,Paris 19e Arrondissement,75,75119000DV0010,2.400684,48.878748
12725,2023-551543,2023-05-24,463768.0,Appartement,1.0,60.0,,3.0,,7729.0,67.0,RUE BELLIARD,0838,75018.0,75118,Paris 18e Arrondissement,75,75118000BD0107,2.343194,48.897109
12728,2023-551545,2023-05-24,718450.0,Appartement,1.0,66.0,,4.0,,10886.0,109.0,AV DE CLICHY,2112,75017.0,75117,Paris 17e Arrondissement,75,75117000DJ0035,2.321665,48.889428
12732,2023-551547,2023-06-01,237000.0,Appartement,0.0,20.0,,1.0,,11850.0,115.0,RUE D ABOUKIR,0040,75002.0,75102,Paris 2e Arrondissement,75,75102000AO0168,2.349804,48.868784
12733,2023-551548,2023-06-06,390350.0,Appartement,0.0,30.0,,2.0,,13012.0,14.0,RUE DE BRUXELLES,1345,75009.0,75109,Paris 9e Arrondissement,75,75109000AA0015,2.330999,48.88372
12734,2023-551549,2023-06-15,191300.0,Appartement,0.0,23.0,,2.0,,8317.0,21.0,RUE DES FETES,3628,75019.0,75119,Paris 19e Arrondissement,75,75119000DZ0099,2.392302,48.8767
12736,2023-551550,2023-05-23,159840.0,Appartement,1.0,80.0,,3.0,,1998.0,36.0,BD DE CLICHY,2113,75018.0,75118,Paris 18e Arrondissement,75,75118000AR0070,2.336439,48.882962
12737,2023-551551,2023-05-16,151250.0,Appartement,0.0,22.0,22.24,2.0,6801.0,6875.0,12.0,RUE LECUYER,5461,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0113,2.345243,48.889629
12738,2023-551551,2023-05-16,151250.0,Appartement,0.0,22.0,21.09,2.0,7172.0,6875.0,12.0,RUE LECUYER,5461,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0113,2.345243,48.889629
12739,2023-551551,2023-05-16,137500.0,Appartement,1.0,20.0,22.72,1.0,6052.0,6875.0,12.0,RUE LECUYER,5461,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0113,2.345243,48.889629
12741,2023-551552,2023-06-06,500000.0,Appartement,1.0,39.0,40.22,3.0,12432.0,12821.0,3.0,RUE JOSEPH DE MAISTRE,5010,75018.0,75118,Paris 18e Arrondissement,75,75118000AQ0089,2.334347,48.885806
12743,2023-551553,2023-06-09,39000.0,Appartement,1.0,95.0,,3.0,,411.0,58.0,QUAI DES ORFEVRES,6920,75001.0,75101,Paris 1er Arrondissement,75,75101000AL0022,2.342008,48.856442
12745,2023-551554,2023-06-09,373945.0,Appartement,1.0,44.0,45.13,3.0,8286.0,8499.0,4.0,RUE DOUDEAUVILLE,2921,75018.0,75118,Paris 18e Arrondissement,75,75118000CK0047,2.358909,48.889232
12747,2023-551555,2023-05-22,1980000.0,Appartement,2.0,137.0,138.89,3.0,14256.0,14453.0,17.0,RUE LAMENNAIS,5300,75008.0,75108,Paris 8e Arrondissement,75,75108000AU0027,2.302172,48.874244
12753,2023-551557,2023-05-30,192000.0,Appartement,2.0,33.0,,1.0,,5818.0,22.0,RUE DU BORREGO,1112,75020.0,75120,Paris 20e Arrondissement,75,75120000AW0049,2.400526,48.872712
12754,2023-551558,2023-06-08,471080.0,Appartement,0.0,39.0,39.02,2.0,12073.0,12079.0,6.0,RUE LA CONDAMINE,5228,75017.0,75117,Paris 17e Arrondissement,75,75117000DK0040,2.324204,48.887893
12755,2023-551559,2023-06-12,335671.0,Appartement,0.0,35.0,34.73,2.0,9665.0,9591.0,57.0,RUE ARTHUR ROZIER,0481,75019.0,75119,Paris 19e Arrondissement,75,75119000DI0339,2.391042,48.879131
12756,2023-551560,2023-05-31,840000.0,Appartement,1.0,60.0,,2.0,,14000.0,22.0,RUE TOURLAQUE,9374,75018.0,75118,Paris 18e Arrondissement,75,75118000AT0174,2.332557,48.888556
12759,2023-551561,2023-06-02,479750.0,Appartement,1.0,52.0,55.13,3.0,8702.0,9226.0,95.0,RUE MARCADET,5995,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0078,2.34468,48.890778
